# a combined early aftershock catalog following the Ms6.8 Dingri mainshock
# see the referece Yao et al., (2025), JES for more details
# yyy  mm dd hh mm ss.ss   lat     lon   D(km)   Ml   seqID
# mainshock listed in the CENC catalog           Ms
  2025 01 12 18 22 22.75 28.4387 87.4982  7.53  1.03  9981
  2025 01 12 18 22 43.52 28.4465 87.5298  5.46  0.94  9982
  2025 01 12 18 23 01.53 28.8745 87.5117  8.90  1.20  9983
  2025 01 12 18 23 23.50 28.7047 87.4733  9.53  1.72  9984
  2025 01 12 18 23 45.56 28.5505 87.4287 12.68  1.27  9985
  2025 01 12 18 24 21.55 28.4672 87.5332  2.89  1.54  9986
  2025 01 12 18 25 15.64 28.4612 87.5205  5.15  1.62  9987
  2025 01 12 18 25 36.98 28.3862 87.5347  4.95  2.22  9988
  2025 01 12 18 26 24.67 28.7893 87.4843 13.31  1.01  9989
  2025 01 12 18 26 42.57 28.4887 87.5290  6.78  1.94  9990
  2025 01 12 18 27 39.22 28.9550 87.5123  7.15  1.58  9991
  2025 01 12 18 27 57.65 28.9718 87.4907  7.08  1.14  9992
  2025 01 12 18 28 44.58 28.9087 87.5350  6.25  1.59  9993
  2025 01 12 18 29 35.91 28.4102 87.5208 17.52  0.90  9994
  2025 01 12 18 30 43.55 28.3047 87.3530 18.75  1.38  9995
  2025 01 12 18 31 13.26 28.9488 87.4962  5.45  0.90  9996
  2025 01 12 18 31 36.41 28.8388 87.5903 10.05  1.11  9997
  2025 01 12 18 32 40.94 28.5575 87.4957  0.63  0.91  9998
  2025 01 12 18 33 39.44 28.5335 87.4438 10.24  2.39  9999
  2025 01 12 18 34 10.91 28.8287 87.3075 13.85  1.49 10000
  2025 01 12 18 34 14.95 28.4340 87.4905  9.05  1.61 10001
  2025 01 12 18 34 34.25 28.7185 87.4940 11.24  0.99 10002
  2025 01 12 18 35 00.42 28.4713 87.4953  6.68  0.65 10003
  2025 01 12 18 35 45.08 28.4362 87.4670  5.36  1.55 10004
  2025 01 12 18 35 54.14 28.4767 87.5132  9.04  1.53 10005
  2025 01 12 18 37 05.66 28.5303 87.4725  5.53  1.13 10006
  2025 01 12 18 37 26.39 28.5508 87.4858 11.13  1.28 10007
  2025 01 12 18 37 36.03 28.4848 87.4773 13.86  1.55 10008
  2025 01 12 18 38 13.33 28.5273 87.5140  3.16  0.76 10009
  2025 01 12 18 39 06.72 28.4668 87.4845  8.70  1.18 10010
  2025 01 12 18 39 30.73 28.3777 87.5445  4.50  2.33 10011
  2025 01 12 18 40 37.39 28.4663 87.5178  5.92  1.05 10012
  2025 01 12 18 41 35.90 28.4700 87.4947  7.05  0.94 10013
  2025 01 12 18 42 08.61 28.4062 87.4805  3.86  1.70 10014
  2025 01 12 18 42 19.48 28.9292 87.5198 12.74  0.92 10015
  2025 01 12 18 42 36.85 28.4808 87.5068  5.11  0.99 10016
  2025 01 12 18 42 53.22 28.4678 87.5200  5.59  0.98 10017
  2025 01 12 18 43 15.10 28.6517 87.4820 11.26  1.00 10018
  2025 01 12 18 44 27.36 28.3272 87.6105  0.64  2.46 10019
  2025 01 12 18 45 49.33 28.4687 87.5003  5.56  1.22 10020
  2025 01 12 18 45 59.93 28.3352 87.5922  2.97  1.50 10021
  2025 01 12 18 46 22.58 28.3285 87.6108  3.45  1.42 10022
  2025 01 12 18 46 39.38 28.7323 87.5447  7.92  1.44 10023
  2025 01 12 18 46 59.83 28.4997 87.4705  4.24  1.20 10024
  2025 01 12 18 48 38.70 28.4833 87.4833  8.62  0.72 10025
  2025 01 12 18 48 47.13 28.3950 87.4100 10.37  0.91 10026
  2025 01 12 18 49 30.09 28.5668 87.4982 11.77  2.04 10027
  2025 01 12 18 50 33.69 28.7942 87.3910 13.80  1.70 10028
  2025 01 12 18 51 02.91 28.4557 87.4732  7.03  3.16 10029
  2025 01 12 18 51 47.87 28.4933 87.4548  5.35  1.32 10030
  2025 01 12 18 52 03.78 28.8790 87.5157  9.28  0.99 10031
  2025 01 12 18 52 39.61 28.5813 87.4423 14.40  1.59 10032
  2025 01 12 18 53 01.25 28.9502 87.3680  0.43  1.15 10033
  2025 01 12 18 53 40.00 28.4993 87.5163  8.13  1.97 10034
  2025 01 12 18 54 18.75 28.4207 87.4580  9.77  1.40 10035
  2025 01 12 18 54 30.17 29.0167 87.4608  5.17  1.30 10036
  2025 01 12 18 55 27.73 28.4043 87.4970 12.97  1.39 10037
  2025 01 12 18 57 22.67 29.0330 87.4175  2.00  1.04 10038
  2025 01 12 18 58 30.62 28.4358 87.5440  7.98  0.81 10039
  2025 01 12 18 58 45.96 28.6182 87.5188  8.96  0.64 10040
  2025 01 12 18 59 03.62 28.6915 87.5122  8.73  0.82 10041
  2025 01 12 18 59 43.64 28.5342 87.4640  6.65  0.74 10042
  2025 01 12 18 59 47.65 28.7877 87.5353  8.14  0.78 10043
  2025 01 12 19 00 09.54 28.4908 87.5042  5.81  0.72 10044
  2025 01 12 19 00 34.62 28.8477 87.4890  8.54  1.29 10045
  2025 01 12 19 01 03.87 28.9710 87.4867  6.05  1.49 10046
  2025 01 12 19 01 27.62 28.5372 87.4263  1.38  0.59 10047
  2025 01 12 19 01 42.32 28.8587 87.4835  8.13  0.78 10048
  2025 01 12 19 02 13.86 28.4967 87.4837 11.05  2.89 10049
  2025 01 12 19 02 56.89 28.3242 87.6015  1.14  1.47 10050
  2025 01 12 19 03 39.71 28.3283 87.5917  0.55  1.41 10051
  2025 01 12 19 03 53.74 28.5042 87.4948  8.95  0.92 10052
  2025 01 12 19 04 05.64 28.8413 87.4985 11.90  1.07 10053
  2025 01 12 19 04 47.26 28.6723 87.4968 11.18  1.87 10054
  2025 01 12 19 05 42.32 28.4863 87.4638  7.73  0.90 10055
  2025 01 12 19 05 48.04 28.7288 87.4790 10.46  0.87 10056
  2025 01 12 19 06 00.61 28.5330 87.4180 13.92  1.34 10057
  2025 01 12 19 06 50.66 28.4650 87.5315  3.48  1.19 10058
  2025 01 12 19 07 03.80 28.4625 87.4955  5.04  1.35 10059
  2025 01 12 19 07 10.63 28.5072 87.4463  3.67  1.17 10060
  2025 01 12 19 07 49.32 28.7305 87.4868  6.89  0.66 10061
  2025 01 12 19 09 10.91 28.5297 87.4383  6.52  0.84 10062
  2025 01 12 19 09 42.35 28.7617 87.4870 11.67  1.42 10063
  2025 01 12 19 09 50.62 28.4305 87.4603 10.04  1.32 10064
  2025 01 12 19 10 15.71 28.5152 87.5095  6.53  0.87 10065
  2025 01 12 19 10 44.81 28.4423 87.4765  8.65  1.65 10066
  2025 01 12 19 11 22.64 28.8983 87.4568  7.33  1.09 10067
  2025 01 12 19 11 55.50 28.4410 87.5325  4.83  1.01 10068
  2025 01 12 19 12 28.05 28.9958 87.5210  7.06  0.94 10069
  2025 01 12 19 13 17.20 28.6850 87.4933 11.94  1.33 10070
  2025 01 12 19 13 53.94 28.9225 87.4877  5.23  1.03 10071
  2025 01 12 19 14 44.32 28.4815 87.5122  9.53  0.66 10072
  2025 01 12 19 15 18.81 28.9318 87.4820  7.58  1.45 10073
  2025 01 12 19 16 00.31 28.4452 87.5277  0.18  1.09 10074
  2025 01 12 19 16 46.58 28.5610 87.4965  0.81  0.49 10075
  2025 01 12 19 17 29.38 28.4987 87.4350  9.48  0.89 10076
  2025 01 12 19 18 33.18 28.5118 87.4525  7.20  0.82 10077
  2025 01 12 19 18 38.05 28.8077 87.5647 11.23  0.97 10078
  2025 01 12 19 18 55.91 28.6772 87.4872 10.91  1.15 10079
  2025 01 12 19 19 10.33 28.5613 87.4422  4.75  1.08 10080
  2025 01 12 19 19 35.39 28.8305 87.5697  9.39  2.49 10081
  2025 01 12 19 20 13.85 28.8270 87.4692  0.78  0.90 10082
  2025 01 12 19 20 45.21 28.8773 87.5288  4.22  1.57 10083
  2025 01 12 19 21 52.34 28.8825 87.5497  4.26  0.87 10084
  2025 01 12 19 22 18.45 28.7190 87.4948  5.56  0.45 10085
  2025 01 12 19 22 47.23 28.4227 87.5595 13.84  1.00 10086
  2025 01 12 19 23 06.38 28.5282 87.4682 15.21  0.86 10087
  2025 01 12 19 23 32.66 28.3412 87.5838 10.13  1.44 10088
  2025 01 12 19 24 25.03 28.3762 87.5592  7.95  1.66 10089
  2025 01 12 19 26 28.99 28.9173 87.5555  2.43  1.00 10090
  2025 01 12 19 26 37.49 28.4497 87.5062  4.01  0.96 10091
  2025 01 12 19 27 19.02 28.9122 87.5008  8.47  0.87 10092
  2025 01 12 19 27 58.61 28.4247 87.5270  1.88  1.45 10093
  2025 01 12 19 28 02.53 28.7500 87.5227  8.18  1.39 10094
  2025 01 12 19 28 29.66 28.6925 87.4732 10.17  1.28 10095
  2025 01 12 19 29 19.21 28.9482 87.4763  8.58  1.81 10096
  2025 01 12 19 29 49.14 28.9852 87.4948  2.70  1.06 10097
  2025 01 12 19 30 01.03 28.7307 87.4810 11.79  1.06 10098
  2025 01 12 19 30 41.95 28.8605 87.5105  9.97  1.09 10099
  2025 01 12 19 30 53.97 28.5118 87.5113  3.30  0.97 10100
  2025 01 12 19 31 36.76 28.8257 87.5602  9.94  1.10 10101
  2025 01 12 19 33 43.34 28.5027 87.4647  5.80  1.13 10102
  2025 01 12 19 34 09.26 28.7217 87.5305  8.61  1.05 10103
  2025 01 12 19 34 18.79 28.5258 87.4583 10.49  1.30 10104
  2025 01 12 19 34 44.95 28.7005 87.4830  9.11  1.50 10105
  2025 01 12 19 36 07.55 28.5155 87.4977  2.88  0.72 10106
  2025 01 12 19 37 04.47 28.5048 87.5115  3.99  1.02 10107
  2025 01 12 19 37 35.42 28.9170 87.5698 13.58  0.89 10108
  2025 01 12 19 38 49.36 28.4800 87.4713  8.72  0.79 10109
  2025 01 12 19 38 57.03 28.4258 87.4748  6.87  1.10 10110
  2025 01 12 19 39 21.76 28.5120 87.4342  8.98  1.11 10111
  2025 01 12 19 39 48.27 28.4795 87.4797  8.39  1.00 10112
  2025 01 12 19 39 54.01 28.6657 87.4980  6.27  0.94 10113
  2025 01 12 19 40 27.89 28.4570 87.4852  7.49  1.35 10114
  2025 01 12 19 41 10.81 28.7928 87.5567  8.71  1.35 10115
  2025 01 12 19 41 49.55 28.5365 87.4597  0.42  0.61 10116
  2025 01 12 19 42 03.45 28.4605 87.3028 15.14  0.74 10117
  2025 01 12 19 42 30.23 28.4757 87.4812  9.37  0.68 10118
  2025 01 12 19 43 10.53 28.4717 87.4845  7.92  1.15 10119
  2025 01 12 19 43 51.04 28.5675 87.4413 12.63  1.38 10120
  2025 01 12 19 44 04.60 28.9342 87.5603  0.77  1.20 10121
  2025 01 12 19 44 25.10 28.4647 87.5332  2.83  1.46 10122
  2025 01 12 19 44 46.13 28.4507 87.5227  5.73  1.51 10123
  2025 01 12 19 45 15.31 28.5517 87.4985  1.06  0.77 10124
  2025 01 12 19 45 59.78 28.7010 87.5113  8.61  1.87 10125
  2025 01 12 19 47 22.26 28.4785 87.4732  7.32  1.44 10126
  2025 01 12 19 47 44.72 28.2888 87.7292  9.53  1.36 10127
  2025 01 12 19 48 25.04 28.9082 87.5300  6.54  0.69 10128
  2025 01 12 19 48 50.96 28.8928 87.4588  3.59  1.38 10129
  2025 01 12 19 49 20.21 28.4648 87.4915  9.00  2.57 10130
  2025 01 12 19 50 11.39 28.4848 87.4747  8.41  0.65 10131
  2025 01 12 19 50 42.76 28.3647 87.6500  0.63  3.00 10132
  2025 01 12 19 51 03.91 28.9003 87.4865  3.05  2.56 10133
  2025 01 12 19 51 27.68 28.9297 87.4980  5.52  2.55 10134
  2025 01 12 19 52 10.17 28.5820 87.4203 10.96  1.59 10135
  2025 01 12 19 52 54.87 28.8752 87.4570  6.29  1.92 10136
  2025 01 12 19 53 29.67 28.4412 87.5662 14.46  2.35 10137
  2025 01 12 19 53 32.81 28.8410 87.4965 12.97  2.65 10138
  2025 01 12 19 54 10.76 28.4897 87.4758  8.57  0.84 10139
  2025 01 12 19 55 44.75 28.8782 87.4720  9.20  1.48 10140
  2025 01 12 19 55 50.56 28.8900 87.4777  8.82  1.72 10141
  2025 01 12 19 56 29.63 28.5128 87.4583  1.64  1.09 10142
  2025 01 12 19 57 31.12 28.4278 87.4787  6.76  0.89 10143
  2025 01 12 19 58 29.92 28.4442 87.5803  6.61  1.70 10144
  2025 01 12 19 59 01.02 28.4325 87.5297  0.43  1.12 10145
  2025 01 12 19 59 28.00 28.8900 87.4698  4.31  1.05 10146
  2025 01 12 19 59 37.47 28.5397 87.6072 17.36  0.98 10147
  2025 01 12 19 59 57.53 28.9220 87.4738 10.31  0.72 10148
  2025 01 12 20 01 15.62 28.7162 87.5005  9.08  0.96 10149
  2025 01 12 20 01 44.95 28.4952 87.4840  6.61  0.63 10150
  2025 01 12 20 02 18.61 28.3473 87.5792  9.36  1.33 10151
  2025 01 12 20 03 11.24 28.4912 87.5077  5.22  1.16 10152
  2025 01 12 20 03 35.87 28.5110 87.4907  4.92  1.00 10153
  2025 01 12 20 03 54.81 28.7817 87.5197  4.03  0.98 10154
  2025 01 12 20 04 03.01 28.8795 87.4963  9.71  1.26 10155
  2025 01 12 20 04 21.68 28.8660 87.5373 12.34  0.94 10156
  2025 01 12 20 04 52.74 28.4938 87.5013  8.87  0.97 10157
  2025 01 12 20 04 58.50 28.9733 87.4857  2.99  1.16 10158
  2025 01 12 20 06 42.26 28.5532 87.4568 12.20  2.38 10159
  2025 01 12 20 07 24.20 28.6775 87.4852 13.00  1.16 10160
  2025 01 12 20 07 27.56 28.4465 87.4980  3.90  1.34 10161
  2025 01 12 20 08 09.74 28.6878 87.4865  9.79  0.70 10162
  2025 01 12 20 08 57.49 28.4485 87.4870  7.66  1.36 10163
  2025 01 12 20 09 29.10 28.4765 87.4880  8.52  1.00 10164
  2025 01 12 20 09 39.05 28.9232 87.5480  5.14  1.26 10165
  2025 01 12 20 10 23.36 28.4822 87.5332  6.31  1.24 10166
  2025 01 12 20 11 29.13 28.8970 87.5398  7.38  1.61 10167
  2025 01 12 20 11 51.18 28.8258 87.3832  7.93  1.24 10168
  2025 01 12 20 12 14.68 28.7047 87.4982 10.49  0.86 10169
  2025 01 12 20 12 39.30 28.4478 87.5352  3.08  0.83 10170
  2025 01 12 20 13 15.30 28.4505 87.5295  2.12  2.57 10171
  2025 01 12 20 13 58.38 28.4652 87.5222  4.25  0.90 10172
  2025 01 12 20 14 30.99 28.4835 87.4918  7.78  1.50 10173
  2025 01 12 20 14 56.03 28.9272 87.5387  7.02  1.00 10174
  2025 01 12 20 15 46.93 28.6715 87.5238 10.58  1.21 10175
  2025 01 12 20 16 06.47 28.8593 87.5298 10.55  1.43 10176
  2025 01 12 20 16 12.80 28.4668 87.5300  7.25  1.11 10177
  2025 01 12 20 16 42.60 28.5552 87.4603 10.93  0.90 10178
  2025 01 12 20 16 58.99 28.4958 87.5048  4.60  1.03 10179
  2025 01 12 20 17 23.93 28.5762 87.5037  9.17  1.20 10180
  2025 01 12 20 17 44.57 28.8672 87.5378  7.17  1.88 10181
  2025 01 12 20 19 05.98 28.4728 87.4880  8.60  1.15 10182
  2025 01 12 20 19 31.89 28.9075 87.4772  5.76  2.25 10183
  2025 01 12 20 20 32.81 28.7120 87.4855 10.19  0.89 10184
  2025 01 12 20 20 48.91 28.5055 87.4785  2.04  0.59 10185
  2025 01 12 20 21 06.67 28.9208 87.5378  5.67  0.84 10186
  2025 01 12 20 21 34.90 28.8595 87.4728 12.66  1.11 10187
  2025 01 12 20 21 50.58 28.9547 87.4988  6.59  0.81 10188
  2025 01 12 20 22 33.44 28.4818 87.4897  5.28  0.73 10189
  2025 01 12 20 23 06.28 28.5473 87.4387 12.59  1.28 10190
  2025 01 12 20 24 02.97 28.7923 87.4690 13.65  1.28 10191
  2025 01 12 20 24 19.90 28.5112 87.5162  8.69  2.43 10192
  2025 01 12 20 24 48.55 28.4197 87.5738  0.38  1.34 10193
  2025 01 12 20 25 06.03 28.8693 87.5477  8.57  1.08 10194
  2025 01 12 20 26 13.62 28.4313 87.4865  6.49  1.80 10195
  2025 01 12 20 26 38.04 28.4493 87.5275 10.79  0.98 10196
  2025 01 12 20 27 51.18 28.5850 87.4370 12.87  0.61 10197
  2025 01 12 20 29 18.04 28.5327 87.5078  5.35  0.70 10198
  2025 01 12 20 29 41.72 28.3960 87.5668  7.52  1.17 10199
  2025 01 12 20 29 55.13 28.3937 87.5752  5.12  1.68 10200
  2025 01 12 20 30 27.24 28.8563 87.5637 10.75  1.67 10201
  2025 01 12 20 30 49.13 28.9217 87.4820  6.22  2.50 10202
  2025 01 12 20 31 16.05 28.9243 87.4700  8.79  1.80 10203
  2025 01 12 20 31 24.12 28.4468 87.4837  8.77  1.40 10204
  2025 01 12 20 32 52.50 28.4627 87.6032  2.03  1.67 10205
  2025 01 12 20 33 05.88 28.9173 87.5453  5.22  2.00 10206
  2025 01 12 20 33 23.84 28.4413 87.4775  7.46  1.83 10207
  2025 01 12 20 33 50.62 28.9333 87.4752  9.39  0.97 10208
  2025 01 12 20 34 30.93 28.4887 87.4953  5.60  1.09 10209
  2025 01 12 20 34 39.65 28.6360 87.4628 11.86  1.81 10210
  2025 01 12 20 34 55.36 28.8843 87.5265  8.61  1.68 10211
  2025 01 12 20 35 26.52 28.8057 87.3798  6.09  1.33 10212
  2025 01 12 20 35 48.63 28.4477 87.4838  9.45  0.77 10213
  2025 01 12 20 36 06.25 28.5193 87.4517  6.15  0.64 10214
  2025 01 12 20 36 35.78 28.4290 87.5060  2.91  1.51 10215
  2025 01 12 20 37 46.14 28.8732 87.5537  7.99  1.40 10216
  2025 01 12 20 38 10.04 28.3985 87.5703  7.98  1.26 10217
  2025 01 12 20 38 53.64 28.7113 87.4667 10.75  0.44 10218
  2025 01 12 20 39 11.53 28.8165 87.3818  6.41  1.23 10219
  2025 01 12 20 39 43.64 28.9595 87.4780  3.68  1.07 10220
  2025 01 12 20 40 03.13 28.6517 87.4938  6.01  1.14 10221
  2025 01 12 20 40 13.18 28.8178 87.5508 10.49  1.32 10222
  2025 01 12 20 41 03.26 28.5712 87.4302 12.62  0.49 10223
  2025 01 12 20 41 14.83 28.6490 87.4622 11.64  0.47 10224
  2025 01 12 20 41 51.29 28.9393 87.5367  6.74  1.24 10225
  2025 01 12 20 42 15.08 28.3907 87.3958  7.19  3.31 10226
  2025 01 12 20 42 53.54 28.4047 87.3695  8.71  1.87 10227
  2025 01 12 20 43 21.76 28.9417 87.5010  5.10  1.75 10228
  2025 01 12 20 44 02.42 28.4780 87.5197  4.92  1.65 10229
  2025 01 12 20 44 27.56 28.5240 87.4717 10.14  2.20 10230
  2025 01 12 20 44 36.82 28.9623 87.4867  2.68  1.99 10231
  2025 01 12 20 45 29.69 28.4245 87.4968  9.63  0.82 10232
  2025 01 12 20 45 40.24 28.6198 87.4357 15.11  0.76 10233
  2025 01 12 20 45 59.55 28.6710 87.4898 10.44  0.51 10234
  2025 01 12 20 47 26.98 28.9058 87.5438  7.80  2.29 10235
  2025 01 12 20 47 38.88 28.3847 87.3928  3.77  2.22 10236
  2025 01 12 20 48 26.94 28.5195 87.4283  9.61  0.64 10237
  2025 01 12 20 49 48.18 28.4350 87.5043  7.35  0.96 10238
  2025 01 12 20 50 12.87 28.7443 87.5148  9.09  1.05 10239
  2025 01 12 20 50 49.02 28.9002 87.4783  7.69  2.66 10240
  2025 01 12 20 51 15.30 28.3627 87.6830  1.44  2.32 10241
  2025 01 12 20 51 37.28 28.8980 87.4755  6.35  1.66 10242
  2025 01 12 20 51 52.93 28.4492 87.5422  2.49  2.28 10243
  2025 01 12 20 52 23.15 28.8088 87.5465  8.09  1.09 10244
  2025 01 12 20 52 58.15 28.8440 87.4892  8.45  1.10 10245
  2025 01 12 20 53 23.09 28.4727 87.5258  5.42  1.91 10246
  2025 01 12 20 54 02.01 28.4525 87.4798  5.68  0.79 10247
  2025 01 12 20 54 25.03 28.8848 87.5798  7.83  0.99 10248
  2025 01 12 20 54 37.32 28.9208 87.5273  5.51  0.87 10249
  2025 01 12 20 54 59.47 28.4333 87.4533  9.09  0.68 10250
  2025 01 12 20 55 31.44 28.6638 87.4472  9.23  1.32 10251
  2025 01 12 20 55 38.60 28.9282 87.4563 13.71  1.34 10252
  2025 01 12 20 56 01.90 28.9607 87.4763 11.36  1.21 10253
  2025 01 12 20 57 05.89 28.8382 87.5403  8.79  2.00 10254
  2025 01 12 20 58 09.00 28.9322 87.4263 12.08  1.50 10255
  2025 01 12 20 58 24.51 28.8755 87.5402  8.81  1.12 10256
  2025 01 12 20 58 46.50 28.4395 87.5303  4.17  0.86 10257
  2025 01 12 20 59 04.75 28.4125 87.4902  5.98  1.23 10258
  2025 01 12 21 00 05.66 28.6453 87.5697 14.60  0.74 10259
  2025 01 12 21 00 15.03 28.4820 87.4307  9.04  1.02 10260
  2025 01 12 21 00 33.51 28.5200 87.4772 11.30  0.85 10261
  2025 01 12 21 00 46.25 28.9667 87.5720  5.78  0.82 10262
  2025 01 12 21 01 08.09 28.5193 87.5145  3.09  0.93 10263
  2025 01 12 21 01 36.22 28.4682 87.4885  6.62  1.63 10264
  2025 01 12 21 01 52.95 28.8752 87.5352  7.10  1.56 10265
  2025 01 12 21 02 03.48 28.4723 87.4867  6.27  1.81 10266
  2025 01 12 21 02 24.92 28.8055 87.5440 10.09  0.97 10267
  2025 01 12 21 02 47.12 28.4935 87.4652  6.42  0.44 10268
  2025 01 12 21 03 39.80 28.4302 87.5548  7.67  1.01 10269
  2025 01 12 21 04 24.47 28.4253 87.5477  1.15  0.61 10270
  2025 01 12 21 04 43.52 28.5088 87.5042  5.66  1.33 10271
  2025 01 12 21 04 53.42 28.8345 87.4907  8.73  1.51 10272
  2025 01 12 21 05 14.29 28.4640 87.4968  6.78  1.29 10273
  2025 01 12 21 05 40.87 28.6743 87.4883 10.66  1.51 10274
  2025 01 12 21 06 17.54 28.6345 87.4822 11.18  0.84 10275
  2025 01 12 21 06 51.47 28.8978 87.4695 10.21  0.68 10276
  2025 01 12 21 07 19.63 28.4745 87.4963  7.32  0.73 10277
  2025 01 12 21 07 39.06 28.4778 87.4743  8.94  0.41 10278
  2025 01 12 21 08 30.42 28.9437 87.4998  3.67  1.43 10279
  2025 01 12 21 08 58.51 28.3945 87.5723  6.53  2.27 10280
  2025 01 12 21 09 39.38 28.3560 87.4075  0.39  1.03 10281
  2025 01 12 21 10 00.80 28.7735 87.4198  5.21  0.96 10282
  2025 01 12 21 10 23.14 28.3633 87.3467 14.41  1.07 10283
  2025 01 12 21 12 43.45 28.6525 87.4632 11.74  0.71 10284
  2025 01 12 21 13 16.71 28.9280 87.5255  8.91  2.60 10285
  2025 01 12 21 14 19.31 28.6937 87.5078  6.20  0.76 10286
  2025 01 12 21 14 39.16 28.6393 87.5022 11.34  0.57 10287
  2025 01 12 21 15 02.63 28.6068 87.5318  8.97  0.81 10288
  2025 01 12 21 15 38.14 28.7823 87.4818  5.83  1.52 10289
  2025 01 12 21 16 29.50 28.5045 87.5053  3.25  0.86 10290
  2025 01 12 21 17 00.44 28.8818 87.5197 10.48  1.00 10291
  2025 01 12 21 17 30.67 28.4727 87.4355 10.30  0.90 10292
  2025 01 12 21 17 47.72 28.7695 87.5520  4.99  1.29 10293
  2025 01 12 21 18 27.04 28.5395 87.4425 10.49  0.84 10294
  2025 01 12 21 19 03.06 28.4508 87.4977  8.68  0.95 10295
  2025 01 12 21 19 52.06 28.9562 87.5158  7.36  1.08 10296
  2025 01 12 21 20 30.95 28.3527 87.4043  0.44  2.80 10297
  2025 01 12 21 21 25.43 28.5372 87.6648  9.60  1.26 10298
  2025 01 12 21 21 33.63 28.9362 87.4763  3.75  1.28 10299
  2025 01 12 21 22 06.00 28.7503 87.3985  9.68  0.80 10300
  2025 01 12 21 22 33.07 28.5652 87.4675 10.45  0.56 10301
  2025 01 12 21 23 08.72 28.4972 87.5030  3.88  1.90 10302
  2025 01 12 21 23 21.07 28.4880 87.5172  7.27  2.31 10303
  2025 01 12 21 23 58.59 28.3973 87.4707 13.24  1.34 10304
  2025 01 12 21 24 19.44 28.4702 87.5985 18.75  1.07 10305
  2025 01 12 21 24 22.64 28.8857 87.4802 16.08  1.04 10306
  2025 01 12 21 24 51.40 28.9375 87.5582  2.62  2.27 10307
  2025 01 12 21 25 14.76 28.3850 87.3733 13.32  1.76 10308
  2025 01 12 21 25 29.18 28.4880 87.5013  7.51  1.77 10309
  2025 01 12 21 26 18.28 28.4942 87.4515  8.57  0.43 10310
  2025 01 12 21 27 38.78 28.4243 87.5332  0.38  0.92 10311
  2025 01 12 21 28 22.71 28.3812 87.4027  5.33  2.83 10312
  2025 01 12 21 29 45.00 28.6223 87.4833 10.55  0.96 10313
  2025 01 12 21 30 03.56 28.5565 87.4400 10.73  1.94 10314
  2025 01 12 21 30 11.18 28.9417 87.4908  4.57  3.17 10315
  2025 01 12 21 31 00.35 28.4385 87.5513  5.14  1.20 10316
  2025 01 12 21 31 13.07 28.9455 87.5238  6.20  0.89 10317
  2025 01 12 21 31 50.09 28.9432 87.4890  5.23  2.08 10318
  2025 01 12 21 32 04.41 28.8713 87.5558  8.73  2.21 10319
  2025 01 12 21 32 59.52 28.4218 87.3857  6.23  1.23 10320
  2025 01 12 21 33 30.44 28.4428 87.4793  9.89  0.69 10321
  2025 01 12 21 34 18.95 28.4162 87.5730  5.63  0.64 10322
  2025 01 12 21 35 22.50 28.5095 87.5045  4.93  1.67 10323
  2025 01 12 21 36 11.52 28.5292 87.4723  3.48  1.06 10324
  2025 01 12 21 36 26.20 28.7618 87.5442  5.62  2.07 10325
  2025 01 12 21 36 51.49 28.6340 87.4512  9.21  1.67 10326
  2025 01 12 21 37 23.50 28.5278 87.6637  9.54  1.08 10327
  2025 01 12 21 37 58.18 28.7987 87.5258  8.39  1.11 10328
  2025 01 12 21 38 06.21 28.6072 87.4620  8.83  1.38 10329
  2025 01 12 21 39 00.26 28.6823 87.4332  8.73  0.75 10330
  2025 01 12 21 39 31.66 28.4558 87.4868  9.86  1.40 10331
  2025 01 12 21 39 37.34 28.7203 87.4707 11.45  1.09 10332
  2025 01 12 21 40 17.06 28.6887 87.5103  4.52  1.17 10333
  2025 01 12 21 40 54.61 28.4307 87.4912 11.39  0.58 10334
  2025 01 12 21 41 08.49 28.5112 87.4508  6.00  0.69 10335
  2025 01 12 21 42 12.11 28.4530 87.5023  7.50  0.73 10336
  2025 01 12 21 42 37.06 28.4763 87.4735  8.19  0.55 10337
  2025 01 12 21 42 48.05 28.6848 87.4577 10.45  0.42 10338
  2025 01 12 21 43 17.34 28.4093 87.5592  7.01  1.76 10339
  2025 01 12 21 44 09.53 28.8572 87.5387 12.56  0.94 10340
  2025 01 12 21 44 33.65 28.3847 87.5695  0.59  1.67 10341
  2025 01 12 21 45 05.48 28.9272 87.5300  0.83  0.74 10342
  2025 01 12 21 45 19.64 28.5307 87.4312  7.12  0.67 10343
  2025 01 12 21 45 47.58 28.6413 87.4682  7.76  2.30 10344
  2025 01 12 21 46 24.12 28.5355 87.4423 14.05  1.07 10345
  2025 01 12 21 46 55.18 28.9413 87.4840  4.40  1.37 10346
  2025 01 12 21 47 17.36 28.8883 87.5487  6.65  1.18 10347
  2025 01 12 21 47 58.72 28.6537 87.5698 15.88  0.58 10348
  2025 01 12 21 48 07.86 28.5383 87.4722 16.08  0.79 10349
  2025 01 12 21 48 34.78 28.4465 87.4963 10.15  0.67 10350
  2025 01 12 21 48 42.08 28.8983 87.5457  6.66  0.81 10351
  2025 01 12 21 49 14.21 28.3585 87.4013  0.73  1.44 10352
  2025 01 12 21 50 39.86 28.6762 87.4985 10.90  0.85 10353
  2025 01 12 21 50 44.72 28.4560 87.4840  9.16  0.75 10354
  2025 01 12 21 51 06.94 28.7897 87.4825  7.62  0.92 10355
