# a combined early aftershock catalog following the Ms6.8 Dingri mainshock
# see the referece Yao et al., (2025), JES for more details
# yyy  mm dd hh mm ss.ss   lat     lon   D(km)   Ml   seqID
# mainshock listed in the CENC catalog           Ms
  2025 01 13 06 46 15.65 28.7310 87.5260  7.49  1.14 11326
  2025 01 13 06 46 35.18 28.4573 87.5247  3.30  1.10 11327
  2025 01 13 06 46 50.78 28.4557 87.5267  3.00  1.60 11328
  2025 01 13 06 47 55.21 28.9137 87.4743  5.79  1.26 11329
  2025 01 13 06 48 23.14 28.5518 87.4250 13.64  0.96 11330
  2025 01 13 06 48 49.82 28.4985 87.5233  5.13  2.03 11331
  2025 01 13 06 49 32.52 28.8900 87.5083  6.87  1.25 11332
  2025 01 13 06 49 48.47 28.9327 87.4648  5.18  1.20 11333
  2025 01 13 06 49 56.84 28.5750 87.4547 13.22  0.95 11334
  2025 01 13 06 50 17.27 28.6967 87.5002  8.13  0.61 11335
  2025 01 13 06 50 34.96 28.8775 87.4492 12.57  0.82 11336
  2025 01 13 06 50 38.86 28.5513 87.5075 10.86  0.77 11337
  2025 01 13 06 51 05.84 28.3777 87.4385  9.51  1.18 11338
  2025 01 13 06 51 16.91 28.8668 87.5152  5.88  1.17 11339
  2025 01 13 06 51 36.88 28.8193 87.5572  0.85  1.40 11340
  2025 01 13 06 51 54.44 28.6305 87.4603  9.20  1.48 11341
  2025 01 13 06 52 22.40 28.5122 87.4505  8.31  0.54 11342
  2025 01 13 06 52 40.83 28.8795 87.5603  9.79  0.71 11343
  2025 01 13 06 52 59.33 28.2968 87.6065  2.58  2.33 11344
  2025 01 13 06 53 49.80 28.9045 87.5605  3.08  0.69 11345
  2025 01 13 06 53 54.56 28.5227 87.4862  4.99  0.64 11346
  2025 01 13 06 54 19.52 28.8787 87.4967  9.44  0.77 11347
  2025 01 13 06 54 37.10 28.7392 87.4782  9.30  0.72 11348
  2025 01 13 06 55 27.76 28.4102 87.5838  3.91  2.12 11349
  2025 01 13 06 55 58.62 28.8092 87.5593  9.78  1.71 11350
  2025 01 13 06 56 45.53 28.9653 87.4815  2.68  1.00 11351
  2025 01 13 06 56 58.42 28.6143 87.4737 13.50  0.84 11352
  2025 01 13 06 57 12.72 29.0280 87.4183  9.90  1.38 11353
  2025 01 13 06 57 19.75 28.5645 87.4225 12.51  1.16 11354
  2025 01 13 06 57 40.55 28.7345 87.4697 12.26  0.34 11355
  2025 01 13 06 57 57.38 28.9897 87.5057  3.48  0.79 11356
  2025 01 13 06 58 21.11 28.5698 87.4195  4.34  0.66 11357
  2025 01 13 06 58 39.64 28.9200 87.5310  8.75  1.31 11358
  2025 01 13 06 58 48.34 28.9722 87.5178  9.18  1.73 11359
  2025 01 13 06 58 56.64 28.4893 87.5242  5.59  1.56 11360
  2025 01 13 06 59 46.77 28.4877 87.5268  5.66  1.49 11361
  2025 01 13 07 00 20.60 28.7977 87.4025  9.58  2.10 11362
  2025 01 13 07 01 37.35 28.8845 87.4647 16.01  0.68 11363
  2025 01 13 07 01 56.66 28.3795 87.4548 13.51  0.98 11364
  2025 01 13 07 02 34.43 28.9168 87.4977 10.63  1.09 11365
  2025 01 13 07 02 53.05 28.4832 87.5365  5.65  1.37 11366
  2025 01 13 07 03 28.73 28.4295 87.5452  0.77  1.07 11367
  2025 01 13 07 03 34.32 28.3642 87.6162  5.33  1.43 11368
  2025 01 13 07 04 04.24 28.4305 87.5125  2.52  0.87 11369
  2025 01 13 07 04 26.14 28.4745 87.5400 13.05  0.96 11370
  2025 01 13 07 04 45.29 28.4488 87.4870  8.87  1.38 11371
  2025 01 13 07 05 12.58 28.9612 87.5010  9.00  1.54 11372
  2025 01 13 07 05 22.95 28.3893 87.4097  6.61  1.77 11373
  2025 01 13 07 06 11.47 28.7883 87.5670  7.19  0.85 11374
  2025 01 13 07 06 48.78 28.5062 87.4825  7.60  0.93 11375
  2025 01 13 07 07 40.31 28.7893 87.5490 10.60  1.07 11376
  2025 01 13 07 07 55.71 28.4743 87.5337  6.85  2.24 11377
  2025 01 13 07 08 46.49 28.7470 87.4782 12.24  0.57 11378
  2025 01 13 07 09 07.04 28.4802 87.5305  6.36  0.90 11379
  2025 01 13 07 09 22.55 28.9113 87.5900 13.60  0.63 11380
  2025 01 13 07 10 00.23 28.3778 87.4175  5.81  1.81 11381
  2025 01 13 07 10 57.66 28.4735 87.4932  7.47  0.95 11382
  2025 01 13 07 11 22.35 28.3812 87.4497 13.34  1.14 11383
  2025 01 13 07 11 44.34 28.4765 87.5103  5.21  1.90 11384
  2025 01 13 07 12 20.66 28.5958 87.4955  6.11  0.71 11385
  2025 01 13 07 12 32.29 28.4853 87.5828  3.30  1.01 11386
  2025 01 13 07 12 51.02 28.6557 87.5118 10.90  0.58 11387
  2025 01 13 07 13 21.96 28.5658 87.4317  0.68  0.16 11388
  2025 01 13 07 13 27.09 28.5767 87.4275 16.53  0.56 11389
  2025 01 13 07 13 54.85 28.5763 87.5225  0.32  0.26 11390
  2025 01 13 07 15 12.11 28.8557 87.5112  9.37  2.46 11391
  2025 01 13 07 15 50.39 28.3282 87.6013  1.56  1.23 11392
  2025 01 13 07 16 22.59 28.4567 87.4460  5.91  0.65 11393
  2025 01 13 07 16 47.18 28.4927 87.4270  9.48  1.25 11394
  2025 01 13 07 17 56.04 28.4690 87.5070  6.32  0.50 11395
  2025 01 13 07 18 30.22 28.4993 87.4478  4.80  0.66 11396
  2025 01 13 07 18 37.41 28.9558 87.5003  4.84  1.72 11397
  2025 01 13 07 19 17.61 28.8908 87.4713  4.31  1.03 11398
  2025 01 13 07 19 39.90 28.3827 87.3888  6.86  1.94 11399
  2025 01 13 07 20 06.13 28.4532 87.4947  2.92  1.91 11400
  2025 01 13 07 20 27.33 28.3805 87.4792  7.96  1.35 11401
  2025 01 13 07 20 52.35 28.5933 87.4913  3.88  0.84 11402
  2025 01 13 07 21 20.25 28.9753 87.4232 15.30  1.06 11403
  2025 01 13 07 21 57.25 28.5185 87.5025  3.83  1.00 11404
  2025 01 13 07 22 26.28 28.6815 87.4903 10.95  1.30 11405
  2025 01 13 07 23 37.22 28.9068 87.4848  6.52  1.76 11406
  2025 01 13 07 23 57.75 28.6822 87.4908 10.86  1.30 11407
  2025 01 13 07 24 30.94 28.5468 87.4837  6.97  0.86 11408
  2025 01 13 07 24 50.76 28.6913 87.4898 10.95  1.08 11409
  2025 01 13 07 25 09.95 28.9365 87.4347 10.16  0.73 11410
  2025 01 13 07 25 26.54 28.5365 87.6483  5.24  0.78 11411
  2025 01 13 07 25 59.21 28.6787 87.4893 11.44  2.27 11412
  2025 01 13 07 26 08.87 28.6800 87.4902 10.82  2.59 11413
  2025 01 13 07 27 19.02 28.6808 87.4905 10.76  1.26 11414
  2025 01 13 07 28 09.35 28.6345 87.4502 11.36  0.80 11415
  2025 01 13 07 29 01.05 28.4907 87.5228  5.27  1.48 11416
  2025 01 13 07 29 04.96 28.6890 87.5347  4.06  1.16 11417
  2025 01 13 07 30 00.88 28.7327 87.4940  7.81  0.84 11418
  2025 01 13 07 30 40.64 28.6812 87.4888 10.84  0.35 11419
  2025 01 13 07 31 11.77 28.4567 87.5192  4.28  1.67 11420
  2025 01 13 07 31 46.63 28.6557 87.4950  8.54  1.22 11421
  2025 01 13 07 32 19.06 28.5213 87.4642  2.70  0.42 11422
  2025 01 13 07 32 46.47 28.9325 87.4852 12.04  1.10 11423
  2025 01 13 07 33 17.85 28.4973 87.4530  5.64  0.34 11424
  2025 01 13 07 34 11.91 28.5573 87.4917 10.41  0.43 11425
  2025 01 13 07 34 35.56 28.4682 87.5120  3.30  0.71 11426
  2025 01 13 07 35 03.60 28.7828 87.4978 11.78  1.03 11427
  2025 01 13 07 35 10.53 28.8807 87.4788  8.77  1.17 11428
  2025 01 13 07 35 26.27 28.9653 87.5028  2.49  1.07 11429
  2025 01 13 07 36 08.07 28.4627 87.4993  8.34  0.67 11430
  2025 01 13 07 36 47.93 28.9157 87.5242  7.65  0.57 11431
  2025 01 13 07 37 12.41 28.8467 87.5118  8.92  0.76 11432
  2025 01 13 07 37 38.79 28.6720 87.4887 10.81  0.76 11433
  2025 01 13 07 38 15.34 28.9613 87.4952  6.29  0.95 11434
  2025 01 13 07 38 45.66 28.5937 87.4910  6.90  1.01 11435
  2025 01 13 07 39 26.10 28.4645 87.5125  5.64  1.63 11436
  2025 01 13 07 39 51.99 28.6883 87.4867 10.75  1.36 11437
  2025 01 13 07 40 06.08 28.7377 87.4978 10.39  2.05 11438
  2025 01 13 07 40 44.78 28.9160 87.5230  7.33  1.05 11439
  2025 01 13 07 40 47.68 28.5423 87.4390 14.30  0.92 11440
  2025 01 13 07 41 18.68 28.4592 87.5528  5.86  1.45 11441
  2025 01 13 07 41 41.62 28.5635 87.4197 12.31  1.95 11442
  2025 01 13 07 42 56.31 28.9087 87.4670  9.65  1.61 11443
  2025 01 13 07 43 46.63 28.8145 87.5555  7.08  0.56 11444
  2025 01 13 07 44 22.24 28.4625 87.5157  5.60  1.98 11445
  2025 01 13 07 45 11.57 28.4783 87.5165  5.15  2.86 11446
  2025 01 13 07 45 51.24 28.5365 87.4815  4.88  1.65 11447
  2025 01 13 07 45 53.96 28.7823 87.5490  7.71  1.95 11448
  2025 01 13 07 46 33.19 28.4723 87.4472  6.96  0.69 11449
  2025 01 13 07 46 40.80 28.8217 87.5677  6.31  0.86 11450
  2025 01 13 07 47 21.02 28.5580 87.4295 12.77  0.94 11451
  2025 01 13 07 47 38.12 28.4817 87.4827  7.55  1.16 11452
  2025 01 13 07 48 02.56 28.4708 87.5082  4.73  1.24 11453
  2025 01 13 07 48 38.03 28.4375 87.5195  3.76  1.46 11454
  2025 01 13 07 49 35.03 28.6997 87.5415  5.47  0.93 11455
  2025 01 13 07 49 58.29 28.3852 87.5752  2.92  0.94 11456
  2025 01 13 07 50 28.91 28.8885 87.5188  8.03  1.55 11457
  2025 01 13 07 50 52.79 28.8542 87.4917  6.77  0.70 11458
  2025 01 13 07 51 06.63 28.8312 87.5742  9.15  1.08 11459
  2025 01 13 07 51 17.72 28.4603 87.5572  0.50  1.06 11460
  2025 01 13 07 51 44.34 28.9420 87.4377 14.78  0.82 11461
  2025 01 13 07 52 48.62 28.4882 87.4730  9.37  1.25 11462
  2025 01 13 07 53 34.08 28.3858 87.4747  8.52  2.04 11463
  2025 01 13 07 54 05.66 28.6322 87.4653  9.90  0.82 11464
  2025 01 13 07 54 47.19 28.3312 87.4487  7.81  1.46 11465
  2025 01 13 07 55 05.54 28.5093 87.5038  7.39  0.80 11466
  2025 01 13 07 55 28.51 28.8970 87.5445  8.21  1.13 11467
  2025 01 13 07 56 23.60 28.6740 87.4893 10.68  0.36 11468
  2025 01 13 07 56 54.10 28.7698 87.3972  9.74  0.47 11469
  2025 01 13 07 57 01.43 28.7558 87.4792 11.42  0.44 11470
  2025 01 13 07 57 16.89 28.9468 87.4887  6.85  0.62 11471
  2025 01 13 07 57 44.82 28.4913 87.4507  2.88  0.73 11472
  2025 01 13 07 58 07.93 28.3207 87.6038  6.28  1.18 11473
  2025 01 13 07 58 42.09 28.8828 87.4795  6.49  0.61 11474
  2025 01 13 07 59 17.11 28.5080 87.5207  6.39  1.13 11475
  2025 01 13 07 59 50.58 28.5132 87.5168  5.19  0.75 11476
  2025 01 13  8 00 23.21 28.6293 87.3965 12.50  1.18 11477
  2025 01 13  8 01 38.67 28.7553 87.5508  6.82  1.00 11478
  2025 01 13  8 07 07.28 28.5087 87.4292  9.71  0.62 11479
  2025 01 13  8 07 28.63 28.7570 87.4790  8.27  0.77 11480
  2025 01 13  8 09 11.89 28.9330 87.4820  6.71  1.25 11481
  2025 01 13  8 09 22.84 28.8813 87.5022  8.64  1.57 11482
  2025 01 13  8 10 08.79 28.4782 87.4810  8.40  0.27 11483
  2025 01 13  8 12 08.90 28.9262 87.4835  7.14  1.40 11484
  2025 01 13  8 12 38.50 28.4900 87.4690  5.87  0.66 11485
  2025 01 13  8 13 10.60 28.7723 87.4787 11.62  1.04 11486
  2025 01 13  8 13 31.14 28.9170 87.5502  5.10  1.55 11487
  2025 01 13  8 15 13.19 28.4695 87.4803  4.80  0.78 11488
  2025 01 13  8 15 32.71 28.7840 87.4818  9.58  0.72 11489
  2025 01 13  8 16 24.28 28.5268 87.4798  3.72  0.60 11490
  2025 01 13  8 19 22.67 28.6513 87.5092  8.04  1.22 11491
  2025 01 13  8 20 27.71 28.4580 87.5352  4.94  1.11 11492
  2025 01 13  8 21 35.74 28.4258 87.5600  8.15  1.57 11493
  2025 01 13  8 21 59.21 28.9155 87.4898  7.42  2.52 11494
  2025 01 13  8 22 13.58 28.6403 87.4952  6.89  2.05 11495
  2025 01 13  8 23 52.79 28.6440 87.5023  7.34  1.46 11496
  2025 01 13  8 24 23.87 28.4460 87.5313  3.66  1.52 11497
  2025 01 13  8 25 04.31 28.6475 87.5005  7.17  2.12 11498
  2025 01 13  8 25 51.92 28.9190 87.5267  5.94  1.84 11499
  2025 01 13  8 26 49.58 28.8343 87.5125 16.27  1.65 11500
  2025 01 13  8 29 11.08 28.4683 87.4788  4.55  0.77 11501
  2025 01 13  8 31 16.94 28.6175 87.4463 11.30  0.97 11502
  2025 01 13  8 31 48.91 28.6063 87.4350 12.99  2.49 11503
  2025 01 13  8 34 03.61 28.9418 87.4707  3.76  1.05 11504
  2025 01 13  8 34 42.61 28.9525 87.4547 12.74  1.00 11505
  2025 01 13  8 36 17.45 28.3965 87.5672  9.13  1.66 11506
  2025 01 13  8 37 45.98 28.9158 87.4545  2.23  0.95 11507
  2025 01 13  8 38 33.85 28.6783 87.4752 11.09  1.20 11508
  2025 01 13  8 39 06.09 28.9168 87.5270  4.65  1.23 11509
  2025 01 13  8 39 12.61 28.3483 87.5838 10.21  1.25 11510
  2025 01 13  8 41 39.69 28.8960 87.4803  2.76  2.83 11511
  2025 01 13  8 45 20.07 28.5168 87.4872 12.10  1.35 11512
  2025 01 13  8 46 08.35 28.4685 87.5017  6.47  1.60 11513
  2025 01 13  8 46 33.35 28.9032 87.5078  7.91  0.92 11514
  2025 01 13  8 46 47.86 28.7737 87.5470  7.19  0.87 11515
  2025 01 13  8 47 33.04 28.4472 87.4740  6.62  1.02 11516
  2025 01 13  8 47 56.05 28.9620 87.4885  7.69  0.87 11517
  2025 01 13  8 48 36.23 28.4558 87.5318  1.94  0.81 11518
  2025 01 13  8 50 11.65 28.8663 87.4930 14.99  1.92 11519
  2025 01 13  8 51 14.64 28.6973 87.5120  8.64  1.85 11520
  2025 01 13  8 53 45.06 28.5787 87.4773  7.98  0.65 11521
  2025 01 13  8 54 09.01 28.4450 87.4618  3.11  0.72 11522
  2025 01 13  8 54 26.59 28.4233 87.5215  3.10  1.13 11523
  2025 01 13  8 55 17.33 28.9378 87.5478  3.50  1.56 11524
  2025 01 13  8 55 53.51 28.6507 87.4802  9.13  1.20 11525
  2025 01 13  8 59 09.72 28.3813 87.3988 14.57  1.47 11526
  2025 01 13  8 59 39.84 28.3930 87.4558  8.05  1.92 11527
  2025 01 13  8 59 42.29 28.6980 87.5165 11.12  1.60 11528
  2025 01 13  9 00 28.59 28.4020 87.4583  9.56  0.79 11529
  2025 01 13  9 00 59.25 28.6837 87.5198 10.37  1.69 11530
  2025 01 13  9 01 39.45 28.9277 87.4760  5.90  1.13 11531
  2025 01 13  9 02 48.10 28.4343 87.5368  5.35  1.82 11532
  2025 01 13  9 03 34.84 28.7600 87.4633  1.75  1.76 11533
  2025 01 13  9 04 22.54 28.8363 87.4780 16.76  2.61 11534
  2025 01 13  9 05 13.05 28.7045 87.4987  7.54  1.56 11535
  2025 01 13  9 05 45.16 28.4755 87.5327  5.77  1.72 11536
  2025 01 13  9 05 57.38 28.9463 87.4842  1.32  1.33 11537
  2025 01 13  9 06 41.82 28.6442 87.5013  7.08  1.55 11538
  2025 01 13  9 07 15.16 28.8823 87.5338  7.33  1.31 11539
  2025 01 13  9 07 46.84 28.6625 87.4875  7.50  0.87 11540
  2025 01 13  9 08 14.34 28.4627 87.5372  6.29  1.20 11541
  2025 01 13  9 08 35.88 28.9847 87.5025  7.43  2.42 11542
  2025 01 13  9 09 15.46 28.4715 87.5355  5.47  0.79 11543
  2025 01 13  9 10 13.98 28.9092 87.5258  8.59  0.53 11544
  2025 01 13  9 10 36.91 28.4570 87.5238  5.18  0.99 11545
  2025 01 13  9 11 23.93 28.6973 87.4438  8.82  1.78 11546
  2025 01 13  9 12 28.29 28.5040 87.4645  6.41  0.82 11547
  2025 01 13  9 12 47.52 28.5018 87.5148  7.93  0.82 11548
  2025 01 13  9 13 05.47 28.6503 87.4975  3.60  0.79 11549
  2025 01 13  9 13 57.16 28.9280 87.5490  7.28  2.00 11550
  2025 01 13  9 14 52.30 28.5178 87.4903  3.91  0.90 11551
  2025 01 13  9 15 21.14 28.9328 87.4645  4.66  0.91 11552
  2025 01 13  9 15 50.65 28.4915 87.4672  7.89  2.35 11553
  2025 01 13  9 16 17.79 28.4883 87.4698  8.86  1.28 11554
  2025 01 13  9 16 58.87 28.8907 87.4978  8.08  0.71 11555
  2025 01 13  9 18 49.43 28.8877 87.5077  7.24  0.84 11556
  2025 01 13  9 20 38.61 28.8727 87.4682 14.03  2.28 11557
  2025 01 13  9 24 45.35 28.4702 87.4663 11.69  1.30 11558
  2025 01 13  9 26 37.46 28.7678 87.3887  7.94  0.35 11559
  2025 01 13  9 27 46.62 28.6357 87.4965 13.18  0.94 11560
  2025 01 13  9 31 21.01 28.9783 87.4955  4.40  1.94 11561
  2025 01 13  9 32 25.25 28.8895 87.5192  7.02  1.30 11562
  2025 01 13  9 33 40.46 28.4428 87.4830  9.20  1.20 11563
  2025 01 13  9 34 09.49 28.6057 87.4975  3.12  0.95 11564
  2025 01 13  9 35 02.72 28.4430 87.5330  6.67  1.56 11565
  2025 01 13  9 35 45.89 28.4137 87.4628  8.60  1.12 11566
  2025 01 13  9 36 17.13 28.4393 87.5307  3.19  2.60 11567
  2025 01 13  9 37 02.26 28.4283 87.5502  0.33  1.90 11568
  2025 01 13  9 37 30.96 28.8903 87.4422  1.90  1.94 11569
  2025 01 13  9 38 30.94 28.8820 87.5575  8.34  1.29 11570
  2025 01 13  9 39 39.15 28.4682 87.4558  8.77  1.06 11571
  2025 01 13  9 40 17.41 28.5133 87.4920 12.84  0.41 11572
  2025 01 13  9 40 49.08 28.6505 87.5012  6.81  1.19 11573
  2025 01 13  9 41 06.53 28.8897 87.5243  9.83  1.87 11574
  2025 01 13  9 41 37.11 28.4518 87.5417  4.46  1.05 11575
  2025 01 13  9 42 31.19 28.6960 87.4823  8.89  0.78 11576
  2025 01 13  9 42 53.68 28.4797 87.4853  9.50  2.15 11577
  2025 01 13  9 43 19.85 28.5083 87.4668  9.65  2.34 11578
  2025 01 13  9 45 13.99 28.8428 87.4687 15.42  2.44 11579
  2025 01 13  9 45 57.67 28.4230 87.5550  0.03  2.40 11580
  2025 01 13  9 46 36.65 28.6783 87.5125  7.06  0.92 11581
  2025 01 13  9 47 10.68 28.5402 87.4682  8.69  1.38 11582
  2025 01 13  9 48 26.14 28.5067 87.4657  9.55  0.79 11583
  2025 01 13  9 50 43.45 28.4573 87.4333 10.31  0.80 11584
  2025 01 13  9 51 30.04 28.8828 87.5333  6.41  2.86 11585
  2025 01 13  9 53 08.15 28.8870 87.5342  8.83  1.71 11586
  2025 01 13  9 54 05.57 28.7673 87.4748  8.15  2.79 11587
  2025 01 13  9 54 36.68 28.7682 87.4795  8.53  1.61 11588
  2025 01 13  9 55 31.36 28.9205 87.4663  8.32  1.16 11589
  2025 01 13  9 56 32.43 28.8897 87.5372  8.31  2.74 11590
  2025 01 13  9 57 33.51 28.9407 87.4755  7.69  1.28 11591
  2025 01 13  9 57 54.95 28.4758 87.5072  4.71  1.35 11592
  2025 01 13  9 58 36.15 28.8823 87.5340  5.79  1.22 11593
  2025 01 13  9 59 00.96 28.6752 87.4905 11.08  1.19 11594
  2025 01 13 10 00 36.70 28.5153 87.5067  4.27  1.57 11595
  2025 01 13 10 00 43.71 28.8903 87.5348  8.10  2.14 11596
  2025 01 13 10 02 49.15 28.9017 87.5398 10.82  1.08 11597
  2025 01 13 10 04 58.85 28.4007 87.3735 11.74  1.29 11598
  2025 01 13 10 05 08.49 28.4725 87.4880  8.75  1.20 11599
  2025 01 13 10 07 18.81 28.4307 87.4520  3.13  1.20 11600
  2025 01 13 10 07 56.11 28.5007 87.5057  4.68  0.72 11601
  2025 01 13 10 10 30.36 28.7593 87.5227  5.53  0.93 11602
  2025 01 13 10 11 58.72 28.5105 87.4918 13.41  1.26 11603
  2025 01 13 10 14 09.92 28.9138 87.5493  5.24  1.24 11604
  2025 01 13 10 14 32.64 28.4033 87.4960  4.01  1.39 11605
  2025 01 13 10 15 43.58 28.4322 87.5242  2.77  2.35 11606
  2025 01 13 10 18 45.41 28.7862 87.4688 15.32  3.06 11607
  2025 01 13 10 19 50.02 28.4555 87.5372  0.29  0.98 11608
  2025 01 13 10 21 06.93 28.5020 87.4267  9.66  1.58 11609
  2025 01 13 10 21 48.73 28.9252 87.5518  0.50  1.17 11610
  2025 01 13 10 22 16.99 28.9040 87.4208 21.11  1.26 11611
  2025 01 13 10 23 28.91 28.9747 87.5243  8.66  1.01 11612
  2025 01 13 10 24 09.16 28.8932 87.4900  9.99  1.62 11613
  2025 01 13 10 24 56.27 28.7617 87.3935  6.49  2.01 11614
  2025 01 13 10 25 29.12 28.8985 87.4943  6.26  1.69 11615
  2025 01 13 10 26 15.23 28.8918 87.4998  8.99  0.69 11616
  2025 01 13 10 26 51.04 28.4173 87.4635 12.43  2.43 11617
  2025 01 13 10 27 32.25 28.9000 87.4753  9.08  1.27 11618
  2025 01 13 10 27 49.54 28.5037 87.5150  5.81  1.06 11619
  2025 01 13 10 30 11.76 28.7510 87.5677  8.20  0.81 11620
  2025 01 13 10 32 24.71 28.7663 87.3943  8.55  0.71 11621
  2025 01 13 10 33 34.36 28.6495 87.4538  8.32  0.56 11622
  2025 01 13 10 33 46.77 28.4662 87.4740  7.61  0.69 11623
  2025 01 13 10 33 59.77 28.8803 87.4673 12.94  1.41 11624
  2025 01 13 10 35 29.79 28.7065 87.4345  9.77  0.95 11625
  2025 01 13 10 36 21.40 28.9783 87.4928  3.03  1.91 11626
  2025 01 13 10 37 59.50 28.6868 87.5013  8.31  2.52 11627
  2025 01 13 10 39 21.27 28.7373 87.4733  6.88  1.22 11628
  2025 01 13 10 40 36.10 28.4638 87.5273  3.35  1.38 11629
  2025 01 13 10 40 48.10 28.7680 87.5052 12.22  1.35 11630
  2025 01 13 10 41 17.29 28.6942 87.4382 10.18  1.00 11631
  2025 01 13 10 42 10.21 28.8922 87.4832  6.88  1.10 11632
  2025 01 13 10 43 07.15 28.9022 87.5322  5.33  1.36 11633
  2025 01 13 10 43 23.73 28.3497 87.4497  8.66  2.27 11634
  2025 01 13 10 43 59.16 28.3552 87.4482  7.63  2.55 11635
  2025 01 13 10 45 19.44 28.4697 87.5397  3.48  2.36 11636
  2025 01 13 10 47 19.58 28.6713 87.4980 10.79  2.26 11637
  2025 01 13 10 50 04.11 28.4333 87.5460  0.23  1.49 11638
  2025 01 13 10 50 20.35 28.7668 87.4942 12.10  0.97 11639
  2025 01 13 10 51 48.73 28.3630 87.4320  7.51  1.60 11640
  2025 01 13 10 52 37.80 28.6945 87.5008 10.79  0.85 11641
  2025 01 13 10 54 15.76 28.5633 87.4387  0.60  0.93 11642
  2025 01 13 10 54 32.21 28.6717 87.4983 11.72  1.22 11643
  2025 01 13 10 55 31.99 28.4515 87.5063  6.78  1.31 11644
  2025 01 13 10 57 58.65 28.4240 87.5097  9.19  1.05 11645
  2025 01 13 10 59 29.00 28.7157 87.4628  0.33  1.58 11646
  2025 01 13 11 00 18.78 28.4648 87.5143  5.24  1.27 11647
  2025 01 13 11 01 19.97 28.8995 87.5340  1.01  0.98 11648
  2025 01 13 11 01 31.99 28.8740 87.4607  8.26  1.04 11649
  2025 01 13 11 01 56.86 28.7758 87.5767  6.68  1.30 11650
  2025 01 13 11 03 32.78 28.4115 87.5650  0.51  1.53 11651
  2025 01 13 11 03 44.14 28.7233 87.4418 10.28  1.10 11652
  2025 01 13 11 04 39.91 28.4760 87.4882  6.80  1.00 11653
  2025 01 13 11 06 45.94 28.7245 87.7105 10.98  0.92 11654
  2025 01 13 11 06 58.92 28.4707 87.5153 16.04  1.09 11655
  2025 01 13 11 09 41.67 28.5132 87.4730  4.10  0.98 11656
  2025 01 13 11 11 13.68 28.7667 87.4757  7.84  1.65 11657
  2025 01 13 11 11 32.58 28.7673 87.4780  8.55  1.89 11658
  2025 01 13 11 13 01.65 28.4990 87.5168  5.99  0.97 11659
  2025 01 13 11 13 15.36 28.7478 87.4593 12.55  0.88 11660
  2025 01 13 11 14 38.70 28.4062 87.4787  8.18  1.82 11661
  2025 01 13 11 15 44.59 28.7358 87.4958  7.31  0.70 11662
  2025 01 13 11 16 06.92 28.9270 87.4675  5.38  1.05 11663
  2025 01 13 11 16 50.10 28.4683 87.4808  7.37  1.15 11664
  2025 01 13 11 17 13.77 28.4450 87.5382  0.32  1.16 11665
  2025 01 13 11 18 04.17 28.9418 87.4788  5.76  2.49 11666
  2025 01 13 11 18 26.78 28.7283 87.4987  9.14  1.62 11667
  2025 01 13 11 19 24.10 28.7132 87.4700 10.83  1.15 11668
  2025 01 13 11 19 42.21 28.9617 87.4847  3.19  2.01 11669
  2025 01 13 11 20 37.16 28.8833 87.5212  8.40  0.75 11670
  2025 01 13 11 21 00.89 28.4053 87.4768  9.19  0.99 11671
  2025 01 13 11 21 40.02 28.4883 87.4822  9.52  0.92 11672
  2025 01 13 11 21 56.68 28.4773 87.4968  6.91  1.05 11673
  2025 01 13 11 23 05.55 28.7402 87.4287  8.24  1.82 11674
  2025 01 13 11 24 17.57 28.7115 87.4698 11.11  1.52 11675
  2025 01 13 11 24 53.84 28.4997 87.5152  5.66  0.72 11676
  2025 01 13 11 25 17.43 28.9595 87.5195  3.89  1.75 11677
  2025 01 13 11 26 26.60 28.5032 87.4387  6.36  0.92 11678
  2025 01 13 11 26 45.74 28.6277 87.4447 11.31  1.05 11679
  2025 01 13 11 28 39.29 28.4957 87.5278  3.92  2.33 11680
  2025 01 13 11 29 48.76 28.4323 87.5392  7.16  0.66 11681
  2025 01 13 11 29 55.73 28.9432 87.4845  4.97  0.92 11682
  2025 01 13 11 30 14.11 28.6800 87.5200  5.32  1.29 11683
  2025 01 13 11 30 49.38 28.5485 87.5165  4.61  0.96 11684
  2025 01 13 11 31 17.89 28.8772 87.5382  8.06  1.77 11685
  2025 01 13 11 32 35.82 28.4552 87.5542  2.92  1.99 11686
  2025 01 13 11 33 15.41 28.4652 87.4805  8.61  0.76 11687
  2025 01 13 11 34 00.37 28.3708 87.4300  7.08  1.55 11688
  2025 01 13 11 35 03.08 28.9165 87.5237  8.87  1.89 11689
  2025 01 13 11 35 11.34 28.4918 87.4808  9.43  1.36 11690
  2025 01 13 11 35 37.65 28.7423 87.5097  9.63  1.56 11691
  2025 01 13 11 36 12.72 28.4020 87.4628  7.94  0.91 11692
  2025 01 13 11 36 59.25 28.9665 87.4997  5.07  2.67 11693
  2025 01 13 11 37 35.23 28.7805 87.4662  6.07  1.98 11694
  2025 01 13 11 40 26.91 28.7705 87.4812  9.36  1.15 11695
  2025 01 13 11 42 17.79 28.8737 87.5272 13.46  1.15 11696
  2025 01 13 11 46 54.02 28.8987 87.5597  5.33  1.14 11697
  2025 01 13 11 50 05.92 28.8777 87.4710  8.40  2.82 11698
  2025 01 13 11 51 12.04 28.8917 87.5138  7.16  1.30 11699
  2025 01 13 11 51 34.83 28.8728 87.5278 10.27  1.38 11700
