# w_smooth  ABIC  obj_min  success(1/0)
0.000000000000000000e+00 -9.139595908854684239e+03 -4.570797954427342120e+03 1.000000000000000000e+00
5.000000000000000278e-02 -9.158194462850357013e+03 -4.580097231425178506e+03 1.000000000000000000e+00
1.000000000000000056e-01 -9.155260533455806581e+03 -4.578630266727903290e+03 1.000000000000000000e+00
