# t_decimal_year  t_day  magnitude
1.480326743850293204e-02 5.406782407407407121e+00 3.160000000000000142e+00
1.482453058204100289e-02 5.414548611111110965e+00 2.890000000000000124e+00
1.491411464579975830e-02 5.447268518518518121e+00 2.569999999999999840e+00
1.491671312235731683e-02 5.448217592592592418e+00 3.000000000000000000e+00
1.491737858586596015e-02 5.448460648148148344e+00 2.560000000000000053e+00
1.491813911559012468e-02 5.448738425925926165e+00 2.549999999999999822e+00
1.492210020790347459e-02 5.450185185185184800e+00 2.649999999999999911e+00
1.495958798555703344e-02 5.463877314814815200e+00 2.569999999999999840e+00
1.499298791594321292e-02 5.476076388888889035e+00 2.500000000000000000e+00
1.501472639055888639e-02 5.484016203703704129e+00 3.310000000000000053e+00
1.503101440215138564e-02 5.489965277777777430e+00 2.660000000000000142e+00
1.507369913292006328e-02 5.505555555555556424e+00 2.600000000000000089e+00
1.508745204543201872e-02 5.510578703703703951e+00 2.799999999999999822e+00
1.510240913000723134e-02 5.516041666666666288e+00 2.830000000000000071e+00
1.510586320250447388e-02 5.517303240740740300e+00 3.169999999999999929e+00
1.525895149823087993e-02 5.573217592592592418e+00 2.740000000000000213e+00
1.535658450157036635e-02 5.608877314814814774e+00 2.970000000000000195e+00
1.536751711635521607e-02 5.612870370370369955e+00 2.729999999999999982e+00
1.540649426471859575e-02 5.627106481481481737e+00 2.529999999999999805e+00
1.542319422991168462e-02 5.633206018518518654e+00 3.100000000000000089e+00
1.554437196596173028e-02 5.677465277777777430e+00 3.149999999999999911e+00
1.566361668896286419e-02 5.721018518518518725e+00 2.609999999999999876e+00
1.575713015629646302e-02 5.755173611111111143e+00 2.890000000000000124e+00
1.576365803642886670e-02 5.757557870370370701e+00 2.750000000000000000e+00
1.584772825968743665e-02 5.788263888888888431e+00 3.209999999999999964e+00
1.588496252743294007e-02 5.801863425925925632e+00 2.540000000000000036e+00
1.597419801506812231e-02 5.834456018518518583e+00 2.529999999999999805e+00
1.601849887150064503e-02 5.850636574074074225e+00 2.709999999999999964e+00
1.603313906869079097e-02 5.855983796296296617e+00 2.890000000000000124e+00
1.603548403534029582e-02 5.856840277777777715e+00 2.859999999999999876e+00
1.623895742529253214e-02 5.931157407407408044e+00 2.589999999999999858e+00
1.627517765340581735e-02 5.944386574074074225e+00 2.859999999999999876e+00
1.634514638802885694e-02 5.969942129629630223e+00 2.520000000000000018e+00
1.638253909946689457e-02 5.983599537037036953e+00 2.830000000000000071e+00
1.642573085005167785e-02 5.999374999999999680e+00 2.609999999999999876e+00
1.648641478429222276e-02 6.021539351851852295e+00 2.600000000000000089e+00
1.651534660254893802e-02 6.032106481481480209e+00 2.859999999999999876e+00
1.652025835701749490e-02 6.033900462962962230e+00 2.790000000000000036e+00
1.652491660157799636e-02 6.035601851851851052e+00 2.740000000000000213e+00
1.656715769000757441e-02 6.051030092592591281e+00 3.060000000000000053e+00
1.660372649424443972e-02 6.064386574074075220e+00 2.520000000000000018e+00
1.661513444010688859e-02 6.068553240740740762e+00 2.549999999999999822e+00
1.671590462855854914e-02 6.105358796296296298e+00 2.669999999999999929e+00
1.674081197702490323e-02 6.114456018518517944e+00 2.819999999999999840e+00
1.675551555169206563e-02 6.119826388888889745e+00 2.520000000000000018e+00
1.684649391994512066e-02 6.153055555555555500e+00 2.959999999999999964e+00
1.694396847959207114e-02 6.188657407407407440e+00 2.919999999999999929e+00
1.701472943267778176e-02 6.214502314814814632e+00 2.919999999999999929e+00
1.703599257621585608e-02 6.222268518518520253e+00 2.720000000000000195e+00
1.705015744232839595e-02 6.227442129629629619e+00 2.540000000000000036e+00
1.708251164434385072e-02 6.239259259259259061e+00 2.629999999999999893e+00
1.709502869605404249e-02 6.243831018518518405e+00 2.580000000000000071e+00
1.710063760276974917e-02 6.245879629629630614e+00 2.649999999999999911e+00
1.712085501793709358e-02 6.253263888888889177e+00 3.600000000000000089e+00
1.712399220304926944e-02 6.254409722222223245e+00 3.290000000000000036e+00
1.714525534658734029e-02 6.262175925925927089e+00 3.250000000000000000e+00
1.723220924505002721e-02 6.293935185185184800e+00 2.520000000000000018e+00
1.725816232188710775e-02 6.303414351851851727e+00 2.580000000000000071e+00
1.732169824259326488e-02 6.326620370370370949e+00 2.770000000000000018e+00
1.734467257801070375e-02 6.335011574074074225e+00 3.040000000000000036e+00
1.738035409756937336e-02 6.348043981481481524e+00 3.490000000000000213e+00
1.747526186939727180e-02 6.382708333333333428e+00 2.509999999999999787e+00
1.748369107384008594e-02 6.385787037037037983e+00 2.509999999999999787e+00
1.750489083990114034e-02 6.393530092592592418e+00 2.720000000000000195e+00
1.750748931645870060e-02 6.394479166666666714e+00 3.029999999999999805e+00
1.758173603078016026e-02 6.421597222222223067e+00 2.520000000000000018e+00
1.770472002492509342e-02 6.466516203703703169e+00 3.729999999999999982e+00
1.778181872571216529e-02 6.494675925925925242e+00 4.910000000000000142e+00
1.778321303020646837e-02 6.495185185185186505e+00 5.019999999999999574e+00
1.778489253334732470e-02 6.495798611111110787e+00 3.049999999999999822e+00
1.778571644054850395e-02 6.496099537037037130e+00 2.810000000000000053e+00
1.778606501667208059e-02 6.496226851851852224e+00 2.839999999999999858e+00
1.778676216891923040e-02 6.496481481481482412e+00 3.189999999999999947e+00
1.778818816215203477e-02 6.497002314814814383e+00 2.629999999999999893e+00
1.778980428781588158e-02 6.497592592592591920e+00 2.779999999999999805e+00
1.779040637384751364e-02 6.497812500000000213e+00 2.520000000000000018e+00
1.779278302923552324e-02 6.498680555555555571e+00 2.689999999999999947e+00
1.779436746616086182e-02 6.499259259259258847e+00 2.640000000000000124e+00
1.779620541299425929e-02 6.499930555555556211e+00 3.240000000000000213e+00
1.779740958505751647e-02 6.500370370370370132e+00 3.069999999999999840e+00
1.780279667060367596e-02 6.502337962962963402e+00 2.580000000000000071e+00
1.780707465030209602e-02 6.503900462962963758e+00 2.540000000000000036e+00
1.781471163628223914e-02 6.506689814814816231e+00 3.770000000000000018e+00
1.781559892096042791e-02 6.507013888888889319e+00 2.870000000000000107e+00
1.781727842410129117e-02 6.507627314814816266e+00 2.819999999999999840e+00
1.782463021143487064e-02 6.510312500000001279e+00 2.859999999999999876e+00
1.782656322448378586e-02 6.511018518518519649e+00 2.520000000000000018e+00
1.782957365464193228e-02 6.512118055555555785e+00 2.520000000000000018e+00
1.783103133661324488e-02 6.512650462962962905e+00 2.750000000000000000e+00
1.783324954830872028e-02 6.513460648148147847e+00 2.720000000000000195e+00
1.783359812443229692e-02 6.513587962962962941e+00 2.529999999999999805e+00
1.783420021046392551e-02 6.513807870370370345e+00 2.589999999999999858e+00
1.784164706401302619e-02 6.516527777777778141e+00 2.689999999999999947e+00
1.784418216309357000e-02 6.517453703703703027e+00 2.560000000000000053e+00
1.784890378513108444e-02 6.519178240740740371e+00 2.790000000000000036e+00
1.786560375032417505e-02 6.525277777777777288e+00 2.520000000000000018e+00
1.786877262417485915e-02 6.526435185185186505e+00 2.750000000000000000e+00
1.787574414664635375e-02 6.528981481481481275e+00 3.069999999999999840e+00
1.788106785471550025e-02 6.530925925925926023e+00 2.839999999999999858e+00
1.788496556955183892e-02 6.532349537037037912e+00 2.979999999999999982e+00
1.788838795331057149e-02 6.533599537037036775e+00 2.700000000000000178e+00
1.791069682521936879e-02 6.541747685185185013e+00 2.520000000000000018e+00
1.793582599485527007e-02 6.550925925925926485e+00 3.160000000000000142e+00
1.793706185565703548e-02 6.551377314814814667e+00 3.209999999999999964e+00
1.793959695473757929e-02 6.552303240740740442e+00 2.649999999999999911e+00
1.797271168647719686e-02 6.564398148148147705e+00 2.629999999999999893e+00
1.799834787592920898e-02 6.573761574074073799e+00 2.899999999999999911e+00
1.800528770966219883e-02 6.576296296296296084e+00 4.070000000000000284e+00
1.801029453034627692e-02 6.578125000000000000e+00 2.899999999999999911e+00
1.801488939742976192e-02 6.579803240740740300e+00 2.500000000000000000e+00
1.801628370192406153e-02 6.580312499999998899e+00 2.689999999999999947e+00
1.801919906586669021e-02 6.581377314814814916e+00 2.560000000000000053e+00
1.802192429737827645e-02 6.582372685185185368e+00 3.240000000000000213e+00
1.803805386527824323e-02 6.588263888888889142e+00 2.640000000000000124e+00
1.805085611563499517e-02 6.592939814814815058e+00 4.400000000000000355e+00
1.806619346507229093e-02 6.598541666666666750e+00 2.890000000000000124e+00
1.806647866371885458e-02 6.598645833333334210e+00 2.830000000000000071e+00
1.806723919344301738e-02 6.598923611111111143e+00 3.500000000000000000e+00
1.806879194162985119e-02 6.599490740740741046e+00 2.700000000000000178e+00
1.807110521954084781e-02 6.600335648148147882e+00 2.689999999999999947e+00
1.807506631185419946e-02 6.601782407407407405e+00 2.589999999999999858e+00
1.807528813302374665e-02 6.601863425925926343e+00 2.620000000000000107e+00
1.809018184012194802e-02 6.607303240740741046e+00 2.560000000000000053e+00
1.809949832924295093e-02 6.610706018518518690e+00 4.620000000000000107e+00
1.810475865983508098e-02 6.612627314814814916e+00 2.779999999999999805e+00
1.810818104359381703e-02 6.613877314814814667e+00 3.109999999999999876e+00
1.811030418907377468e-02 6.614652777777778603e+00 2.810000000000000053e+00
1.811920872459418796e-02 6.617905092592592631e+00 3.700000000000000178e+00
1.814158097397999478e-02 6.626076388888888502e+00 2.919999999999999929e+00
1.814598570863244081e-02 6.627685185185184125e+00 2.529999999999999805e+00
1.819728977627497329e-02 6.646423611111112351e+00 3.339999999999999858e+00
1.820489507351660471e-02 6.649201388888888786e+00 2.830000000000000071e+00
1.826722682215950119e-02 6.671967592592591423e+00 3.229999999999999982e+00
1.831409446641107594e-02 6.689085648148147101e+00 3.060000000000000053e+00
1.833824128515326723e-02 6.697905092592592702e+00 2.970000000000000195e+00
1.834686062202712034e-02 6.701053240740741046e+00 2.580000000000000071e+00
1.837100744076931164e-02 6.709872685185185759e+00 2.589999999999999858e+00
1.837842260557990409e-02 6.712581018518518405e+00 2.870000000000000107e+00
1.838190836681565313e-02 6.713854166666666679e+00 2.799999999999999822e+00
1.841594207197197117e-02 6.726284722222223067e+00 3.209999999999999964e+00
1.842183617733423803e-02 6.728437500000000959e+00 2.580000000000000071e+00
1.842548038226252127e-02 6.729768518518518761e+00 2.500000000000000000e+00
1.846578845764318411e-02 6.744490740740740620e+00 3.470000000000000195e+00
1.851351169783444287e-02 6.761921296296296902e+00 3.080000000000000071e+00
1.851810656491793133e-02 6.763599537037038090e+00 3.180000000000000160e+00
1.851826500861046554e-02 6.763657407407408506e+00 2.839999999999999858e+00
1.856129831550271461e-02 6.779374999999999929e+00 2.740000000000000213e+00
1.858097702211544341e-02 6.786562499999999609e+00 2.810000000000000053e+00
1.861070105883483317e-02 6.797418981481481381e+00 2.729999999999999982e+00
1.861333122413089819e-02 6.798379629629629939e+00 3.879999999999999893e+00
1.864131238023241169e-02 6.808599537037037130e+00 3.049999999999999822e+00
1.865953340487382789e-02 6.815254629629628802e+00 3.259999999999999787e+00
1.873010422552849608e-02 6.841030092592592204e+00 2.649999999999999911e+00
1.875612067984258960e-02 6.850532407407406765e+00 2.589999999999999858e+00
1.877820773058183623e-02 6.858599537037036065e+00 2.709999999999999964e+00
1.877896826030600250e-02 6.858877314814815662e+00 2.629999999999999893e+00
1.888417487214861731e-02 6.897303240740741082e+00 2.520000000000000018e+00
1.888642477258260094e-02 6.898125000000001172e+00 3.370000000000000107e+00
1.889136821578966258e-02 6.899930555555555678e+00 2.640000000000000124e+00
1.889197030182129117e-02 6.900150462962963083e+00 2.660000000000000142e+00
1.890654712153442413e-02 6.905474537037036953e+00 2.500000000000000000e+00
1.895883354007066313e-02 6.924571759259259274e+00 3.669999999999999929e+00
1.896098837428912554e-02 6.925358796296295694e+00 2.580000000000000071e+00
1.897483635301660393e-02 6.930416666666666892e+00 3.040000000000000036e+00
1.899397635107471713e-02 6.937407407407407689e+00 2.580000000000000071e+00
1.900113800597725763e-02 6.940023148148148913e+00 2.939999999999999947e+00
1.900589131675328031e-02 6.941759259259260517e+00 2.520000000000000018e+00
1.902198919591473886e-02 6.947638888888889142e+00 2.640000000000000124e+00
1.902506300354989827e-02 6.948761574074073799e+00 3.290000000000000036e+00
1.903206621475990457e-02 6.951319444444444606e+00 2.720000000000000195e+00
1.904030528677167627e-02 6.954328703703704484e+00 2.750000000000000000e+00
1.905218856371172775e-02 6.958668981481481275e+00 2.600000000000000089e+00
1.909069038099750482e-02 6.972731481481480920e+00 2.890000000000000124e+00
1.910777061105267682e-02 6.978969907407407192e+00 2.689999999999999947e+00
1.910897478311593400e-02 6.979409722222222001e+00 3.060000000000000053e+00
1.915387772558008531e-02 6.995810185185184160e+00 3.770000000000000018e+00
1.920625921033184552e-02 7.014942129629629264e+00 3.140000000000000124e+00
1.921050550129175735e-02 7.016493055555554470e+00 2.959999999999999964e+00
1.922796599620901076e-02 7.022870370370370097e+00 2.680000000000000160e+00
1.922821950611706618e-02 7.022962962962962408e+00 2.810000000000000053e+00
1.925360218566102288e-02 7.032233796296296191e+00 2.919999999999999929e+00
1.926158774776473917e-02 7.035150462962962870e+00 2.620000000000000107e+00
1.926481999909243625e-02 7.036331018518519720e+00 2.799999999999999822e+00
1.927749549449515876e-02 7.040960648148148593e+00 2.580000000000000071e+00
1.933025724410900037e-02 7.060231481481481275e+00 2.500000000000000000e+00
1.939727892605090653e-02 7.084710648148148771e+00 3.250000000000000000e+00
1.941309160656580490e-02 7.090486111111110823e+00 2.950000000000000178e+00
1.943635114062980396e-02 7.098981481481481559e+00 2.979999999999999982e+00
1.946769130301304052e-02 7.110428240740740868e+00 2.709999999999999964e+00
1.946810325661363014e-02 7.110578703703703596e+00 2.770000000000000018e+00
1.948648272494758055e-02 7.117291666666666572e+00 2.729999999999999982e+00
1.956881006758828118e-02 7.147361111111113274e+00 2.740000000000000213e+00
1.960148115698880089e-02 7.159293981481482660e+00 3.290000000000000036e+00
1.964689111926905957e-02 7.175879629629629441e+00 2.700000000000000178e+00
1.973942223570894841e-02 7.209675925925925988e+00 2.790000000000000036e+00
1.981953136665416670e-02 7.238935185185184196e+00 2.560000000000000053e+00
1.982548884949344656e-02 7.241111111111110610e+00 3.100000000000000089e+00
1.989843632553612782e-02 7.267754629629629370e+00 3.040000000000000036e+00
2.005732366040928125e-02 7.325787037037037486e+00 2.620000000000000107e+00
2.006952382473440460e-02 7.330243055555555998e+00 3.620000000000000107e+00
2.008051981699626731e-02 7.334259259259259700e+00 2.700000000000000178e+00
2.011005372128461463e-02 7.345046296296295907e+00 2.569999999999999840e+00
2.015422782276311137e-02 7.361180555555556282e+00 2.549999999999999822e+00
2.035041280285878121e-02 7.432835648148148344e+00 2.830000000000000071e+00
2.036071164287349411e-02 7.436597222222222747e+00 3.569999999999999840e+00
2.046633020831669508e-02 7.475173611111110894e+00 2.680000000000000160e+00
2.049228328515377562e-02 7.484652777777777821e+00 2.770000000000000018e+00
2.050042729095002611e-02 7.487627314814814916e+00 2.500000000000000000e+00
2.053579192312362731e-02 7.500543981481481381e+00 3.029999999999999805e+00
2.057898367370841058e-02 7.516319444444444109e+00 2.680000000000000160e+00
2.059831380419756622e-02 7.523379629629629584e+00 3.529999999999999805e+00
2.061846784188789417e-02 7.530740740740739625e+00 2.589999999999999858e+00
2.068466561662862802e-02 7.554918981481481666e+00 2.500000000000000000e+00
2.069176389405415206e-02 7.557511574074073479e+00 4.000000000000000000e+00
2.069185896026967328e-02 7.557546296296296262e+00 3.569999999999999840e+00
2.069195402648519103e-02 7.557581018518517268e+00 3.500000000000000000e+00
2.077409123669484922e-02 7.587581018518518405e+00 3.520000000000000018e+00
2.081883573546646632e-02 7.603923611111111036e+00 3.220000000000000195e+00
2.093386585624619142e-02 7.645937499999999609e+00 2.990000000000000213e+00
2.095034400026973484e-02 7.651956018518518476e+00 2.770000000000000018e+00
2.095085102008584221e-02 7.652141203703703098e+00 2.569999999999999840e+00
2.099483498913329652e-02 7.668206018518517908e+00 2.709999999999999964e+00
2.110222812393288197e-02 7.707430555555555785e+00 2.620000000000000107e+00
2.110748845452501202e-02 7.709351851851852011e+00 2.600000000000000089e+00
2.111144954683836367e-02 7.710798611111111533e+00 2.990000000000000213e+00
2.111211501034700525e-02 7.711041666666666572e+00 2.580000000000000071e+00
2.114393050380784442e-02 7.722662037037037130e+00 3.290000000000000036e+00
2.114481778848603666e-02 7.722986111111111107e+00 3.540000000000000036e+00
2.115907772081410121e-02 7.728194444444444144e+00 2.660000000000000142e+00
2.125192572463905846e-02 7.762106481481481524e+00 3.180000000000000160e+00
2.129470552162325558e-02 7.777731481481482412e+00 2.939999999999999947e+00
2.132088041962987637e-02 7.787291666666665613e+00 2.620000000000000107e+00
2.133048210739744294e-02 7.790798611111110716e+00 3.080000000000000071e+00
2.145549418080681600e-02 7.836458333333333748e+00 2.520000000000000018e+00
2.148036984053466186e-02 7.845543981481481133e+00 2.879999999999999893e+00
2.158183718123347222e-02 7.882604166666666856e+00 3.189999999999999947e+00
2.160056522569099580e-02 7.889444444444444038e+00 2.830000000000000071e+00
2.160718817203891723e-02 7.891863425925924602e+00 2.560000000000000053e+00
2.166238995451778837e-02 7.912025462962963829e+00 3.120000000000000107e+00
2.166612922566158936e-02 7.913391203703703525e+00 3.430000000000000160e+00
2.167750548278553693e-02 7.917546296296296582e+00 2.609999999999999876e+00
2.168381154174839343e-02 7.919849537037038090e+00 2.509999999999999787e+00
2.170092346054207019e-02 7.926099537037036846e+00 2.709999999999999964e+00
2.171695796222651575e-02 7.931956018518518725e+00 2.680000000000000160e+00
2.178150792256489110e-02 7.955532407407407192e+00 3.520000000000000018e+00
2.178996881574621000e-02 7.958622685185185119e+00 2.750000000000000000e+00
2.181097844937622543e-02 7.966296296296295765e+00 2.790000000000000036e+00
2.182796361321587622e-02 7.972500000000000142e+00 3.060000000000000053e+00
2.186808155616550009e-02 7.987152777777778212e+00 2.520000000000000018e+00
2.190667843966679837e-02 8.001250000000000639e+00 3.330000000000000071e+00
2.217476516743442302e-02 8.099166666666667069e+00 2.759999999999999787e+00
2.218988069570217159e-02 8.104687500000000711e+00 2.970000000000000195e+00
2.223620963139913073e-02 8.121608796296296617e+00 3.169999999999999929e+00
2.227008489286290763e-02 8.133981481481480813e+00 2.660000000000000142e+00
2.230427704171175987e-02 8.146469907407407618e+00 3.100000000000000089e+00
2.243049328718439012e-02 8.192569444444444571e+00 2.549999999999999822e+00
2.243641908128516174e-02 8.194733796296295836e+00 2.689999999999999947e+00
2.243942951144330816e-02 8.195833333333332860e+00 2.689999999999999947e+00
2.257055751138449529e-02 8.243726851851851833e+00 3.459999999999999964e+00
2.262414316819951268e-02 8.263298611111110858e+00 3.120000000000000107e+00
2.273711352097629659e-02 8.304560185185184906e+00 2.640000000000000124e+00
2.282444768430106838e-02 8.336458333333332860e+00 2.689999999999999947e+00
2.293275979251735083e-02 8.376018518518518974e+00 2.629999999999999893e+00
2.296872651072258062e-02 8.389155092592591956e+00 2.629999999999999893e+00
2.304335348990612514e-02 8.416412037037037663e+00 2.930000000000000160e+00
2.306293713030333273e-02 8.423564814814815449e+00 2.509999999999999787e+00
2.306588418298446616e-02 8.424641203703703951e+00 2.549999999999999822e+00
2.312184649518749316e-02 8.445081018518518334e+00 2.620000000000000107e+00
2.313968725496682796e-02 8.451597222222222427e+00 2.569999999999999840e+00
2.325215058792750450e-02 8.492673611111111853e+00 2.569999999999999840e+00
2.328425128003490385e-02 8.504398148148148096e+00 3.200000000000000178e+00
2.330418349655568808e-02 8.511678240740740975e+00 2.649999999999999911e+00
2.333698134091023724e-02 8.523657407407407405e+00 2.560000000000000053e+00
2.336863839067854220e-02 8.535219907407407547e+00 2.990000000000000213e+00
2.338546511082565879e-02 8.541365740740740620e+00 2.589999999999999858e+00
2.338771501125964242e-02 8.542187500000000711e+00 2.529999999999999805e+00
2.347710894258735886e-02 8.574837962962963189e+00 3.029999999999999805e+00
2.356659794013059306e-02 8.607523148148148451e+00 2.810000000000000053e+00
2.366359716869994440e-02 8.642951388888889142e+00 2.759999999999999787e+00
2.376582503912291755e-02 8.680289351851852686e+00 2.899999999999999911e+00
2.378702480518397194e-02 8.688032407407407121e+00 2.560000000000000053e+00
2.398501604337453103e-02 8.760347222222222285e+00 3.040000000000000036e+00
2.400526514728038366e-02 8.767743055555555998e+00 2.740000000000000213e+00
2.402519736380117135e-02 8.775023148148148877e+00 2.919999999999999929e+00
2.407748378233740688e-02 8.794120370370370310e+00 3.129999999999999893e+00
2.415740278085158621e-02 8.823310185185185617e+00 4.230000000000000426e+00
2.415851188669932217e-02 8.823715277777777644e+00 2.649999999999999911e+00
2.435517219787259463e-02 8.895543981481480955e+00 2.830000000000000071e+00
2.437624520897962305e-02 8.903240740740740122e+00 2.819999999999999840e+00
2.450027493149528612e-02 8.948541666666667282e+00 2.779999999999999805e+00
2.457937002280828620e-02 8.977430555555555358e+00 2.890000000000000124e+00
2.457946508902380742e-02 8.977465277777778141e+00 3.069999999999999840e+00
2.462579402472076309e-02 8.994386574074074048e+00 2.850000000000000089e+00
2.467028501358432130e-02 9.010636574074071703e+00 3.049999999999999822e+00
2.478094208845011207e-02 9.051053240740740691e+00 2.629999999999999893e+00
2.482606685208381056e-02 9.067534722222221788e+00 2.850000000000000089e+00
2.485420645187786173e-02 9.077812500000000284e+00 4.129999999999999893e+00
2.485563244511066264e-02 9.078333333333331367e+00 2.549999999999999822e+00
2.489730313624712033e-02 9.093553240740739341e+00 4.589999999999999858e+00
2.489819042092532297e-02 9.093877314814816870e+00 3.270000000000000018e+00
2.489834886461784677e-02 9.093935185185184622e+00 3.140000000000000124e+00
2.489895095064947883e-02 9.094155092592592027e+00 2.669999999999999929e+00
2.489914108308052126e-02 9.094224537037037592e+00 2.660000000000000142e+00
2.490107409612943995e-02 9.094930555555556850e+00 2.529999999999999805e+00
2.490899628075613978e-02 9.097824074074074119e+00 2.970000000000000195e+00
2.491013707534238397e-02 9.098240740740740407e+00 2.950000000000000178e+00
2.491210177712980742e-02 9.098958333333333925e+00 2.709999999999999964e+00
2.495624418986979245e-02 9.115081018518518263e+00 3.540000000000000036e+00
2.495795538174916048e-02 9.115706018518517695e+00 2.569999999999999840e+00
2.502317080559618434e-02 9.139525462962964752e+00 2.509999999999999787e+00
2.507796063447445545e-02 9.159537037037036811e+00 2.799999999999999822e+00
2.512305370936964918e-02 9.176006944444443647e+00 3.979999999999999982e+00
2.512539867601916097e-02 9.176863425925928297e+00 2.689999999999999947e+00
2.513126109264291266e-02 9.179004629629629264e+00 2.549999999999999822e+00
2.515759443434207460e-02 9.188622685185185546e+00 2.500000000000000000e+00
2.518025188237444506e-02 9.196898148148148877e+00 3.069999999999999840e+00
2.518792055709309294e-02 9.199699074074073835e+00 2.600000000000000089e+00
2.521545807085550858e-02 9.209756944444443150e+00 2.930000000000000160e+00
2.528061011722551252e-02 9.233553240740739909e+00 2.950000000000000178e+00
2.528219455415085457e-02 9.234131944444444073e+00 2.850000000000000089e+00
2.529639110900190613e-02 9.239317129629629477e+00 2.649999999999999911e+00
2.530304574408833232e-02 9.241747685185183414e+00 2.589999999999999858e+00
2.534015325687981671e-02 9.255300925925926236e+00 3.089999999999999858e+00
2.534452630279375451e-02 9.256898148148147598e+00 2.509999999999999787e+00
2.540010835013470358e-02 9.277199074074074403e+00 2.620000000000000107e+00
2.547527403787285330e-02 9.304652777777775441e+00 2.640000000000000124e+00
2.549292466522115261e-02 9.311099537037037521e+00 2.729999999999999982e+00
2.551979671547493014e-02 9.320914351851852686e+00 2.810000000000000053e+00
2.575800096283063431e-02 9.407916666666668704e+00 2.910000000000000142e+00
2.575847629390822652e-02 9.408090277777775512e+00 2.850000000000000089e+00
2.583440251137055638e-02 9.435821759259260588e+00 2.879999999999999893e+00
2.584891595360666594e-02 9.441122685185183272e+00 2.589999999999999858e+00
2.590193121312857338e-02 9.460486111111112706e+00 2.549999999999999822e+00
2.604234401345224478e-02 9.511770833333331510e+00 2.649999999999999911e+00
2.612977324299254125e-02 9.543703703703704022e+00 2.819999999999999840e+00
2.618928469390833375e-02 9.565439814814814312e+00 2.890000000000000124e+00
2.623035329901316631e-02 9.580439814814816657e+00 2.770000000000000018e+00
2.629566378907569404e-02 9.604293981481479392e+00 2.620000000000000107e+00
2.636747047053213458e-02 9.630520833333333641e+00 2.569999999999999840e+00
2.638027272088889000e-02 9.635196759259260446e+00 3.029999999999999805e+00
2.642162652464027581e-02 9.650300925925925810e+00 2.939999999999999947e+00
2.643987923802019677e-02 9.656967592592591743e+00 3.279999999999999805e+00
2.648430684940674892e-02 9.673194444444444429e+00 2.509999999999999787e+00
2.653504051975615410e-02 9.691724537037037734e+00 2.560000000000000053e+00
2.659436183824090416e-02 9.713391203703704235e+00 3.200000000000000178e+00
2.662731812628798753e-02 9.725428240740740193e+00 3.279999999999999805e+00
2.663780709873373939e-02 9.729259259259258386e+00 2.990000000000000213e+00
2.663859931719641388e-02 9.729548611111111356e+00 3.169999999999999929e+00
2.673236629443806467e-02 9.763796296296295196e+00 2.870000000000000107e+00
2.685690303676984206e-02 9.809282407407408755e+00 2.979999999999999982e+00
2.689255286758999650e-02 9.822303240740739128e+00 3.129999999999999893e+00
2.691771372596440948e-02 9.831493055555556637e+00 2.500000000000000000e+00
2.692722034751645135e-02 9.834965277777778070e+00 2.990000000000000213e+00
2.693412849251093644e-02 9.837488425925926094e+00 2.509999999999999787e+00
2.694740607394529100e-02 9.842337962962963260e+00 3.180000000000000160e+00
2.703385295259186707e-02 9.873912037037035461e+00 3.220000000000000195e+00
2.709431506566286826e-02 9.895995370370370026e+00 3.169999999999999929e+00
2.711957099025279899e-02 9.905219907407408542e+00 2.600000000000000089e+00
2.714026373649774601e-02 9.912777777777778354e+00 2.950000000000000178e+00
2.714327416665589243e-02 9.913877314814815378e+00 2.740000000000000213e+00
2.716390353542382646e-02 9.921412037037036669e+00 2.589999999999999858e+00
2.716643863450437374e-02 9.922337962962963331e+00 2.629999999999999893e+00
2.722772465477654377e-02 9.944722222222221575e+00 2.580000000000000071e+00
2.736186308487587732e-02 9.993715277777777573e+00 2.549999999999999822e+00
2.743138817715981906e-02 1.001910879629629569e+01 2.520000000000000018e+00
2.744384185139299784e-02 1.002365740740740740e+01 3.089999999999999858e+00
2.750325823609327258e-02 1.004535879629629669e+01 2.720000000000000195e+00
2.759496544533197870e-02 1.007885416666666600e+01 2.680000000000000160e+00
2.772897712047729321e-02 1.012780092592592851e+01 3.049999999999999822e+00
2.788301607835889581e-02 1.018406249999999957e+01 3.560000000000000053e+00
2.788371323060604909e-02 1.018431712962962976e+01 3.029999999999999805e+00
2.796407587145931586e-02 1.021366898148147939e+01 2.859999999999999876e+00
2.799804619913862092e-02 1.022607638888888815e+01 2.500000000000000000e+00
2.801791503818239215e-02 1.023333333333333250e+01 2.549999999999999822e+00
2.806069483516658580e-02 1.024895833333333250e+01 2.529999999999999805e+00
2.806313486803161186e-02 1.024984953703703638e+01 2.879999999999999893e+00
2.811092148569988361e-02 1.026730324074073941e+01 2.640000000000000124e+00
2.827678034304453511e-02 1.032788194444444407e+01 2.729999999999999982e+00
2.838290592830385387e-02 1.036664351851852039e+01 3.209999999999999964e+00
2.847534197852821802e-02 1.040040509259259238e+01 2.790000000000000036e+00
2.874222453423258203e-02 1.049788194444444400e+01 2.549999999999999822e+00
2.889141511512264768e-02 1.055237268518518334e+01 3.040000000000000036e+00
2.901015281830766901e-02 1.059574074074073913e+01 2.580000000000000071e+00
2.904142960321389605e-02 1.060716435185185169e+01 2.720000000000000195e+00
2.913731972593550795e-02 1.064218750000000036e+01 2.810000000000000053e+00
2.914416449345298005e-02 1.064468749999999986e+01 2.640000000000000124e+00
2.915785402848792424e-02 1.064968750000000064e+01 2.930000000000000160e+00
2.927659173167294557e-02 1.069305555555555642e+01 2.520000000000000018e+00
