# t_decimal_year  t_day  magnitude
4.778915276735217973e-03 1.745462962962962994e+00 2.680000000000000160e+00
4.825466033601724311e-03 1.762465277777777839e+00 2.549999999999999822e+00
4.835796562354944574e-03 1.766238425925925837e+00 2.609999999999999876e+00
4.843687058243140511e-03 1.769120370370370177e+00 2.720000000000000195e+00
4.851165600530747690e-03 1.771851851851851567e+00 2.819999999999999840e+00
4.859119473895957483e-03 1.774756944444444207e+00 2.509999999999999787e+00
4.879115067893755563e-03 1.782060185185184942e+00 2.740000000000000213e+00
4.941827081398735173e-03 1.804965277777777599e+00 2.580000000000000071e+00
4.995190917044205377e-03 1.824456018518518130e+00 3.160000000000000142e+00
5.002257505731224664e-03 1.827037037037036793e+00 2.759999999999999787e+00
5.015376643473045890e-03 1.831828703703703987e+00 2.569999999999999840e+00
5.086264351512782486e-03 1.857719907407407556e+00 2.700000000000000178e+00
5.106323322987594421e-03 1.865046296296296591e+00 2.549999999999999822e+00
5.133100307025849872e-03 1.874826388888888973e+00 2.830000000000000071e+00
5.143494213256083990e-03 1.878622685185185270e+00 2.759999999999999787e+00
5.144223054241740291e-03 1.878888888888888831e+00 2.879999999999999893e+00
5.147391928092421784e-03 1.880046296296296493e+00 2.569999999999999840e+00
5.202910597956355264e-03 1.900324074074074110e+00 2.729999999999999982e+00
5.227405992822119728e-03 1.909270833333333028e+00 2.709999999999999964e+00
5.264703638044637007e-03 1.922893518518518308e+00 2.500000000000000000e+00
5.272879332579394861e-03 1.925879629629629664e+00 2.770000000000000018e+00
5.291797509467961735e-03 1.932789351851851967e+00 2.529999999999999805e+00
5.344115616742706361e-03 1.951898148148147882e+00 2.850000000000000089e+00
5.348108397794564504e-03 1.953356481481481222e+00 3.600000000000000089e+00
5.373712898508068402e-03 1.962708333333333277e+00 3.120000000000000107e+00
5.386705281295862784e-03 1.967453703703704093e+00 3.169999999999999929e+00
5.420136900420547896e-03 1.979664351851851967e+00 2.830000000000000071e+00
5.422767065716612919e-03 1.980625000000000080e+00 2.680000000000000160e+00
5.496665203914496804e-03 2.007615740740740673e+00 2.899999999999999911e+00
5.510069540302878210e-03 2.012511574074073994e+00 2.549999999999999822e+00
5.580355162310986217e-03 2.038182870370370381e+00 2.629999999999999893e+00
5.613279761619563088e-03 2.050208333333333410e+00 2.520000000000000018e+00
5.636095653344467757e-03 2.058541666666666714e+00 3.529999999999999805e+00
5.638060355131891202e-03 2.059259259259259789e+00 2.819999999999999840e+00
5.660591048210233088e-03 2.067488425925926077e+00 3.149999999999999911e+00
5.669210385084085327e-03 2.070636574074073977e+00 3.000000000000000000e+00
5.674755914322778157e-03 2.072662037037037219e+00 2.529999999999999805e+00
5.680554953469524673e-03 2.074780092592592773e+00 2.549999999999999822e+00
5.680998595808619926e-03 2.074942129629629761e+00 2.839999999999999858e+00
5.707965712277916076e-03 2.084791666666666821e+00 2.740000000000000213e+00
5.714588658625839243e-03 2.087210648148148273e+00 3.250000000000000000e+00
5.800940471056900173e-03 2.118749999999999911e+00 2.899999999999999911e+00
5.818749542097728482e-03 2.125254629629629743e+00 2.660000000000000142e+00
5.838681758618512706e-03 2.132534722222222179e+00 2.609999999999999876e+00
5.890049203738053837e-03 2.151296296296296262e+00 2.560000000000000053e+00
5.905101354528789412e-03 2.156793981481481381e+00 2.649999999999999911e+00
5.910361685120919459e-03 2.158715277777777608e+00 3.270000000000000018e+00
5.950194429423983147e-03 2.173263888888889106e+00 2.709999999999999964e+00
5.963567077073856325e-03 2.178148148148148167e+00 2.669999999999999929e+00
5.973517340964996057e-03 2.181782407407407476e+00 2.729999999999999982e+00
5.996428298905420208e-03 2.190150462962963118e+00 2.580000000000000071e+00
6.038606009857987872e-03 2.205555555555556158e+00 2.549999999999999822e+00
6.148946197338704157e-03 2.245856481481481648e+00 2.669999999999999929e+00
6.151512985157756193e-03 2.246793981481481683e+00 2.609999999999999876e+00
6.167896062965776659e-03 2.252777777777777768e+00 2.910000000000000142e+00
6.171793777802114453e-03 2.254201388888888768e+00 2.540000000000000036e+00
6.175723181376958741e-03 2.255636574074074030e+00 3.080000000000000071e+00
6.176388644885600319e-03 2.255879629629629068e+00 3.180000000000000160e+00
6.178226591718997789e-03 2.256550925925925988e+00 2.810000000000000053e+00
6.178987121443161451e-03 2.256828703703703809e+00 2.620000000000000107e+00
6.192042881707966219e-03 2.261597222222222037e+00 2.700000000000000178e+00
6.204845132064718168e-03 2.266273148148147953e+00 4.349999999999999645e+00
6.208235827084946853e-03 2.267511574074073888e+00 3.549999999999999822e+00
6.212545495521874274e-03 2.269085648148148060e+00 3.759999999999999787e+00
6.220404302671563718e-03 2.271956018518518583e+00 3.040000000000000036e+00
6.232984731858767606e-03 2.276550925925926006e+00 2.589999999999999858e+00
6.245660227261493579e-03 2.281180555555556211e+00 3.100000000000000089e+00
6.259539894727474997e-03 2.286249999999999893e+00 3.250000000000000000e+00
6.263627741994855225e-03 2.287743055555556015e+00 2.770000000000000018e+00
6.268824695109972284e-03 2.289641203703704164e+00 2.529999999999999805e+00
6.278743270262602920e-03 2.293263888888888768e+00 3.319999999999999840e+00
6.290341348556095953e-03 2.297499999999999876e+00 2.600000000000000089e+00
6.305108300700269612e-03 2.302893518518518423e+00 3.049999999999999822e+00
6.308910949321087924e-03 2.304282407407407529e+00 2.529999999999999805e+00
6.309417969137197033e-03 2.304467592592592595e+00 3.279999999999999805e+00
6.310051743907332984e-03 2.304699074074074261e+00 2.709999999999999964e+00
6.313188929019507116e-03 2.305844907407407440e+00 3.009999999999999787e+00
6.326213000545807125e-03 2.310601851851851851e+00 2.890000000000000124e+00
6.338318098655408399e-03 2.315023148148148024e+00 2.729999999999999982e+00
6.345099488695865771e-03 2.317499999999999893e+00 2.700000000000000178e+00
6.366742897096018886e-03 2.325405092592592649e+00 3.040000000000000036e+00
6.384456901921326845e-03 2.331875000000000142e+00 3.049999999999999822e+00
6.402139218008127443e-03 2.338333333333333375e+00 2.870000000000000107e+00
6.406131999059985586e-03 2.339791666666666714e+00 2.560000000000000053e+00
6.414085872425194512e-03 2.342696759259259132e+00 3.899999999999999911e+00
6.467608151763199788e-03 2.362245370370370523e+00 3.200000000000000178e+00
6.483801097140180422e-03 2.368159722222222374e+00 2.740000000000000213e+00
6.495969572726793817e-03 2.372604166666666181e+00 2.990000000000000213e+00
6.497205433528562696e-03 2.373055555555556140e+00 2.990000000000000213e+00
6.526390761693334243e-03 2.383715277777777697e+00 2.779999999999999805e+00
6.549460163326294333e-03 2.392141203703704200e+00 2.649999999999999911e+00
6.556495063274804525e-03 2.394710648148147936e+00 3.000000000000000000e+00
6.560361089372635825e-03 2.396122685185185119e+00 3.830000000000000071e+00
6.564734135286577101e-03 2.397719907407407813e+00 2.939999999999999947e+00
6.571705657758075171e-03 2.400266203703703916e+00 2.640000000000000124e+00
6.589292907629355420e-03 2.406689814814814810e+00 3.970000000000000195e+00
6.598038999457236237e-03 2.409884259259259753e+00 2.740000000000000213e+00
6.612901017816930245e-03 2.415312500000000195e+00 2.729999999999999982e+00
6.637079525297627167e-03 2.424143518518518725e+00 2.500000000000000000e+00
6.640216710409801298e-03 2.425289351851851904e+00 2.629999999999999893e+00
6.646649524326682899e-03 2.427638888888888680e+00 3.399999999999999911e+00
6.647885385128449176e-03 2.428090277777777750e+00 3.149999999999999911e+00
6.650293729254968741e-03 2.428969907407407813e+00 2.549999999999999822e+00
6.676215117353539313e-03 2.438437500000000036e+00 2.580000000000000071e+00
6.677482666893811217e-03 2.438900462962962923e+00 3.279999999999999805e+00
6.692946771285135550e-03 2.444548611111111214e+00 3.379999999999999893e+00
6.743110044341418634e-03 2.462870370370370487e+00 2.609999999999999876e+00
6.743458620464992670e-03 2.462997685185185137e+00 2.700000000000000178e+00
6.744757858743771935e-03 2.463472222222222285e+00 2.870000000000000107e+00
6.750747030321559150e-03 2.465659722222222072e+00 3.319999999999999840e+00
6.773404478353930482e-03 2.473935185185185404e+00 2.720000000000000195e+00
6.793209939920686995e-03 2.481168981481481683e+00 2.660000000000000142e+00
6.813934374904141375e-03 2.488738425925925757e+00 2.709999999999999964e+00
6.862291389865535218e-03 2.506400462962962816e+00 3.209999999999999964e+00
6.873921156897535613e-03 2.510648148148148184e+00 2.560000000000000053e+00
6.878611090196545298e-03 2.512361111111111711e+00 2.830000000000000071e+00
6.891001386952706753e-03 2.516886574074074012e+00 2.600000000000000089e+00
6.902726220200226630e-03 2.521168981481481275e+00 2.950000000000000178e+00
6.913722212462090205e-03 2.525185185185184977e+00 2.689999999999999947e+00
6.940150620376771620e-03 2.534837962962963154e+00 2.700000000000000178e+00
6.956438631969271737e-03 2.540787037037036900e+00 2.640000000000000124e+00
6.973170285900868841e-03 2.546898148148148078e+00 2.729999999999999982e+00
6.976941245783178924e-03 2.548275462962962923e+00 2.709999999999999964e+00
7.036832961561052813e-03 2.570150462962963012e+00 2.799999999999999822e+00
7.037244915161640704e-03 2.570300925925925739e+00 3.120000000000000107e+00
7.046307894374589931e-03 2.573611111111111072e+00 2.709999999999999964e+00
7.052233688475363291e-03 2.575775462962962781e+00 3.310000000000000053e+00
7.054451900170840423e-03 2.576585648148148167e+00 2.560000000000000053e+00
7.071437064010492081e-03 2.582789351851852100e+00 2.689999999999999947e+00
7.095678948968201991e-03 2.591643518518518707e+00 2.870000000000000107e+00
7.116942092506271973e-03 2.599409722222222108e+00 3.290000000000000036e+00
7.130156296463612681e-03 2.604236111111111196e+00 2.620000000000000107e+00
7.147299903995797676e-03 2.610497685185185102e+00 3.509999999999999787e+00
7.155919240869649915e-03 2.613645833333333002e+00 2.640000000000000124e+00
7.238373338464373918e-03 2.643761574074074083e+00 2.790000000000000036e+00
7.253393800516602999e-03 2.649247685185185386e+00 3.069999999999999840e+00
7.296553862362878916e-03 2.665011574074073852e+00 2.990000000000000213e+00
7.317024787438280477e-03 2.672488425925926059e+00 3.129999999999999893e+00
7.327894024746115474e-03 2.676458333333333162e+00 2.689999999999999947e+00
7.328527799516252293e-03 2.676689814814814827e+00 3.229999999999999982e+00
7.362624882149580718e-03 2.689143518518518405e+00 3.089999999999999858e+00
7.398084580538703131e-03 2.702094907407407209e+00 4.360000000000000320e+00
7.400397858449700612e-03 2.702939814814814934e+00 2.629999999999999893e+00
7.406989116059117285e-03 2.705347222222222126e+00 2.529999999999999805e+00
7.407781334521788309e-03 2.705636574074074208e+00 3.160000000000000142e+00
7.423720769990713522e-03 2.711458333333333304e+00 2.700000000000000178e+00
7.433480901450810821e-03 2.715023148148147936e+00 2.790000000000000036e+00
7.458515004871191754e-03 2.724166666666666181e+00 2.520000000000000018e+00
7.473788976831475389e-03 2.729745370370370239e+00 2.529999999999999805e+00
7.477623314190799328e-03 2.731145833333333162e+00 3.120000000000000107e+00
7.491693114087824915e-03 2.736284722222222410e+00 3.410000000000000142e+00
7.496351358648325504e-03 2.737986111111111232e+00 3.060000000000000053e+00
7.496921755941447600e-03 2.738194444444444375e+00 2.660000000000000142e+00
7.550887677618548129e-03 2.757905092592592755e+00 2.549999999999999822e+00
7.569298834691004160e-03 2.764629629629629104e+00 2.660000000000000142e+00
7.666107930829314798e-03 2.799988425925926006e+00 2.689999999999999947e+00
7.671241506467418002e-03 2.801863425925926077e+00 2.810000000000000053e+00
7.688923822554220334e-03 2.808321759259259753e+00 2.819999999999999840e+00
7.772645469689214506e-03 2.838900462962962834e+00 2.509999999999999787e+00
7.780345833146369745e-03 2.841712962962962941e+00 2.819999999999999840e+00
7.806425664937475389e-03 2.851238425925926023e+00 2.939999999999999947e+00
7.848920263275110595e-03 2.866759259259259451e+00 2.720000000000000195e+00
7.854465792513800823e-03 2.868784722222221806e+00 2.839999999999999858e+00
7.863909036588831447e-03 2.872233796296296493e+00 2.569999999999999840e+00
7.878073902701374781e-03 2.877407407407406748e+00 2.740000000000000213e+00
7.881686418891153262e-03 2.878726851851852064e+00 2.569999999999999840e+00
7.882478637353824286e-03 2.879016203703704146e+00 2.529999999999999805e+00
7.906974032219588749e-03 2.887962962962963065e+00 2.899999999999999911e+00
7.949310186864688016e-03 2.903425925925926077e+00 2.950000000000000178e+00
7.957168994014376592e-03 2.906296296296296156e+00 2.870000000000000107e+00
7.971809191204524275e-03 2.911643518518518547e+00 4.410000000000000142e+00
7.973900647945975431e-03 2.912407407407407778e+00 2.569999999999999840e+00
7.993167400958114607e-03 2.919444444444444287e+00 2.620000000000000107e+00
7.994339884282867029e-03 2.919872685185185279e+00 3.720000000000000195e+00
7.995132102745536318e-03 2.920162037037036473e+00 3.049999999999999822e+00
8.000519188291695810e-03 2.922129629629629743e+00 2.939999999999999947e+00
8.001248029277352111e-03 2.922395833333333304e+00 3.669999999999999929e+00
8.011800379200120434e-03 2.926250000000000018e+00 4.009999999999999787e+00
8.015634716559444373e-03 2.927650462962962941e+00 3.120000000000000107e+00
8.016965643576729264e-03 2.928136574074073462e+00 3.540000000000000036e+00
8.025014583157462009e-03 2.931076388888889550e+00 3.279999999999999805e+00
8.031162198427784296e-03 2.933321759259260197e+00 2.770000000000000018e+00
8.033697297508326368e-03 2.934247685185185084e+00 2.779999999999999805e+00
8.036359151542899620e-03 2.935219907407407458e+00 2.870000000000000107e+00
8.038513985761362030e-03 2.936006944444444322e+00 2.669999999999999929e+00
8.061741831086854590e-03 2.944490740740740353e+00 2.629999999999999893e+00
8.063199513058168927e-03 2.945023148148148362e+00 3.649999999999999911e+00
8.080818451667954802e-03 2.951458333333333073e+00 2.839999999999999858e+00
8.113331097375943782e-03 2.963333333333333375e+00 3.100000000000000089e+00
8.132249274264511524e-03 2.970243055555556122e+00 2.580000000000000071e+00
8.139759505290625197e-03 2.972986111111111107e+00 2.990000000000000213e+00
8.151611093492171917e-03 2.977314814814814525e+00 2.959999999999999964e+00
8.169293409578972515e-03 2.983773148148147758e+00 2.649999999999999911e+00
8.173349568107845381e-03 2.985254629629629619e+00 2.560000000000000053e+00
8.185296222524913318e-03 2.989618055555555820e+00 2.589999999999999858e+00
8.205798836338819638e-03 2.997106481481481399e+00 3.169999999999999929e+00
8.207414962002668180e-03 2.997696759259259380e+00 2.569999999999999840e+00
8.211471120531539311e-03 2.999178240740740797e+00 2.580000000000000071e+00
8.256532506688224818e-03 3.015636574074073817e+00 3.120000000000000107e+00
8.258370453521620552e-03 3.016307870370370736e+00 3.069999999999999840e+00
8.286193165930601581e-03 3.026469907407407955e+00 2.660000000000000142e+00
8.345482795676845145e-03 3.048125000000000195e+00 2.549999999999999822e+00
8.392603949836473579e-03 3.065335648148148184e+00 2.939999999999999947e+00
8.415673351469431934e-03 3.073761574074074243e+00 2.569999999999999840e+00
8.431042389645235918e-03 3.079375000000000195e+00 3.180000000000000160e+00
8.499394998604426973e-03 3.104340277777777324e+00 2.810000000000000053e+00
8.535900425364274097e-03 3.117673611111110965e+00 2.580000000000000071e+00
8.556086151793113742e-03 3.125046296296296600e+00 2.509999999999999787e+00
8.600355319487129960e-03 3.141215277777777981e+00 3.109999999999999876e+00
8.620541045915967870e-03 3.148587962962963172e+00 3.109999999999999876e+00
8.621903661671760991e-03 3.149085648148148397e+00 2.850000000000000089e+00
8.636480481384893951e-03 3.154409722222222268e+00 2.790000000000000036e+00
8.686358555794615119e-03 3.172627314814814969e+00 3.339999999999999858e+00
8.703153587203225211e-03 3.178761574074074225e+00 2.839999999999999858e+00
8.711234215522460980e-03 3.181712962962962354e+00 3.040000000000000036e+00
8.720709148335999833e-03 3.185173611111111303e+00 2.890000000000000124e+00
8.722008386614778230e-03 3.185648148148148007e+00 2.830000000000000071e+00
8.733733219862300709e-03 3.189930555555556602e+00 2.790000000000000036e+00
8.749704344069731549e-03 3.195763888888889070e+00 3.410000000000000142e+00
8.778319274941381867e-03 3.206215277777777928e+00 2.560000000000000053e+00
8.792832717177503574e-03 3.211516203703704608e+00 2.729999999999999982e+00
8.799645795956467439e-03 3.214004629629630294e+00 2.520000000000000018e+00
8.800533080634657945e-03 3.214328703703704271e+00 2.689999999999999947e+00
8.800881656758231114e-03 3.214456018518518476e+00 3.299999999999999822e+00
8.820972316971549543e-03 3.221793981481481328e+00 3.089999999999999858e+00
8.846133175345957320e-03 3.230983796296295729e+00 2.509999999999999787e+00
8.873797444062404144e-03 3.241087962962962532e+00 2.689999999999999947e+00
8.927636610785476962e-03 3.260752314814814756e+00 2.700000000000000178e+00
8.934418000825934333e-03 3.263229166666666181e+00 2.649999999999999911e+00
8.934608133256978502e-03 3.263298611111112191e+00 3.080000000000000071e+00
9.000520709351143497e-03 3.287372685185184995e+00 2.740000000000000213e+00
9.102780268512624881e-03 3.324722222222222356e+00 3.220000000000000195e+00
9.126483444915720056e-03 3.333379629629630081e+00 3.370000000000000107e+00
9.144577714603108545e-03 3.339988425925926041e+00 2.640000000000000124e+00
9.145148111896230642e-03 3.340196759259259185e+00 2.879999999999999893e+00
9.164668374816426974e-03 3.347326388888888893e+00 3.689999999999999947e+00
9.201680821392384940e-03 3.360844907407408044e+00 3.569999999999999840e+00
9.203867344349353843e-03 3.361643518518518725e+00 2.750000000000000000e+00
9.378155406136814282e-03 3.425300925925925277e+00 2.779999999999999805e+00
9.430885467012149401e-03 3.444560185185185031e+00 2.560000000000000053e+00
9.479781190528158846e-03 3.462418981481480973e+00 2.689999999999999947e+00
9.482633176993772797e-03 3.463460648148148024e+00 2.569999999999999840e+00
9.563122572801074223e-03 3.492858796296296475e+00 2.540000000000000036e+00
9.571741909674925594e-03 3.496006944444443931e+00 2.609999999999999876e+00
9.590438265393946143e-03 3.502835648148148628e+00 2.540000000000000036e+00
9.637907995677151216e-03 3.520173611111112155e+00 3.060000000000000053e+00
9.660692198663545921e-03 3.528495370370370310e+00 3.919999999999999929e+00
9.661991436942326053e-03 3.528969907407407458e+00 2.500000000000000000e+00
9.718143881576395485e-03 3.549479166666666519e+00 2.640000000000000124e+00
9.729932092300929217e-03 3.553784722222222303e+00 2.910000000000000142e+00
9.742480832749625744e-03 3.558368055555555465e+00 2.640000000000000124e+00
9.778194041046803578e-03 3.571412037037037024e+00 2.750000000000000000e+00
9.799013542245778308e-03 3.579016203703703880e+00 2.859999999999999876e+00
9.805668177332207969e-03 3.581446759259259149e+00 2.640000000000000124e+00
9.809819402076600317e-03 3.582962962962962905e+00 2.509999999999999787e+00
9.815459997530813496e-03 3.585023148148148042e+00 2.970000000000000195e+00
9.827121453301319517e-03 3.589282407407407227e+00 3.100000000000000089e+00
9.846039630189885525e-03 3.596192129629629530e+00 2.870000000000000107e+00
9.884636513691183804e-03 3.610289351851852402e+00 2.609999999999999876e+00
9.901685055007847583e-03 3.616516203703703969e+00 3.240000000000000213e+00
9.920793364327454289e-03 3.623495370370370505e+00 2.520000000000000018e+00
9.931123893080677154e-03 3.627268518518519169e+00 2.879999999999999893e+00
9.948837897905982511e-03 3.633738425925925775e+00 2.819999999999999840e+00
9.966076571653686988e-03 3.640034722222222019e+00 3.060000000000000053e+00
9.971051703599258589e-03 3.641851851851852118e+00 2.830000000000000071e+00
9.972255875662515770e-03 3.642291666666666483e+00 2.819999999999999840e+00
1.001766583794277791e-02 3.658877314814815040e+00 3.240000000000000213e+00
1.004925951023406643e-02 3.670416666666666217e+00 3.250000000000000000e+00
1.007743079876662583e-02 3.680706018518519418e+00 2.700000000000000178e+00
1.009885238599722915e-02 3.688530092592593235e+00 2.729999999999999982e+00
1.010107059769270454e-02 3.689340277777777732e+00 2.620000000000000107e+00
1.013409026321680263e-02 3.701400462962963100e+00 2.859999999999999876e+00
1.015516327432383278e-02 3.709097222222222712e+00 2.560000000000000053e+00
1.016460651839886341e-02 3.712546296296296955e+00 2.629999999999999893e+00
1.017534900075267243e-02 3.716469907407407902e+00 3.560000000000000053e+00
1.036665391511829189e-02 3.786342592592592649e+00 2.529999999999999805e+00
1.037692106639449829e-02 3.790092592592592791e+00 3.080000000000000071e+00
1.041713407555964165e-02 3.804780092592592311e+00 2.520000000000000018e+00
1.041741927420620356e-02 3.804884259259259327e+00 3.430000000000000160e+00
1.045161142305505234e-02 3.817372685185185244e+00 2.609999999999999876e+00
1.055295200879983498e-02 3.854386574074073923e+00 2.899999999999999911e+00
1.055618426012752860e-02 3.855567129629628997e+00 3.520000000000000018e+00
1.059950276566634132e-02 3.871388888888888768e+00 3.810000000000000053e+00
1.065673262740964196e-02 3.892291666666666039e+00 2.759999999999999787e+00
1.066028176612240572e-02 3.893587962962962834e+00 2.819999999999999840e+00
1.067748875113160370e-02 3.899872685185184817e+00 2.770000000000000018e+00
1.068978398167224828e-02 3.904363425925926112e+00 3.819999999999999840e+00
1.069853007350012736e-02 3.907557870370370168e+00 2.709999999999999964e+00
1.071830384632837738e-02 3.914780092592592631e+00 2.970000000000000195e+00
1.075135520059098196e-02 3.926851851851851816e+00 2.580000000000000071e+00
1.078437486611508005e-02 3.938912037037037184e+00 2.770000000000000018e+00
1.081457423391207068e-02 3.949942129629629761e+00 2.609999999999999876e+00
1.082287668340085537e-02 3.952974537037036828e+00 2.529999999999999805e+00
1.082772506039239580e-02 3.954745370370369884e+00 2.879999999999999893e+00
1.083463320538688261e-02 3.957268518518518352e+00 2.910000000000000142e+00
1.086879366549722489e-02 3.969745370370370452e+00 2.549999999999999822e+00
1.090368296659322521e-02 3.982488425925926112e+00 3.009999999999999787e+00
1.094297700234167156e-02 3.996840277777777839e+00 2.549999999999999822e+00
1.095470183558919230e-02 4.001122685185185546e+00 2.859999999999999876e+00
1.100977686311402880e-02 4.021238425925925952e+00 3.000000000000000000e+00
1.101839619998788190e-02 4.024386574074074296e+00 2.839999999999999858e+00
1.104222613134500479e-02 4.033090277777778176e+00 2.569999999999999840e+00
1.107394655859032274e-02 4.044675925925925952e+00 2.750000000000000000e+00
1.108196380943254553e-02 4.047604166666666892e+00 3.080000000000000071e+00
1.108250251798716113e-02 4.047800925925925775e+00 2.569999999999999840e+00
1.110085029758260677e-02 4.054502314814815378e+00 2.689999999999999947e+00
1.125821657300743114e-02 4.111979166666666963e+00 2.709999999999999964e+00
1.127225468416594677e-02 4.117106481481481062e+00 2.930000000000000160e+00
1.133553709496405021e-02 4.140219907407407085e+00 3.209999999999999964e+00
1.134133613411079759e-02 4.142337962962963083e+00 3.290000000000000036e+00
1.134383954445283491e-02 4.143252314814814596e+00 3.169999999999999929e+00
1.136142679432411429e-02 4.149675925925925490e+00 2.609999999999999876e+00
1.139384437381658552e-02 4.161516203703704342e+00 3.379999999999999893e+00
1.143177579380923528e-02 4.175370370370369955e+00 3.049999999999999822e+00
1.148127360335687679e-02 4.193449074074074190e+00 2.629999999999999893e+00
1.148590015917887001e-02 4.195138888888888751e+00 3.310000000000000053e+00
1.158362822873387592e-02 4.230833333333333002e+00 3.209999999999999964e+00
1.163658011077875996e-02 4.250173611111111249e+00 2.939999999999999947e+00
1.163759415041097645e-02 4.250543981481481381e+00 2.890000000000000124e+00
1.164748103682510146e-02 4.254155092592592169e+00 2.859999999999999876e+00
1.169640844907962086e-02 4.272025462962963260e+00 2.689999999999999947e+00
1.174745900681409272e-02 4.290671296296296511e+00 2.689999999999999947e+00
1.183181442871922458e-02 4.321481481481481701e+00 2.939999999999999947e+00
1.184718346689502856e-02 4.327094907407407653e+00 3.310000000000000053e+00
1.184956012228303990e-02 4.327962962962963012e+00 3.430000000000000160e+00
1.185044740696123040e-02 4.328287037037036988e+00 2.509999999999999787e+00
1.189294200529886388e-02 4.343807870370370416e+00 2.720000000000000195e+00
1.191442697000648192e-02 4.351655092592592311e+00 2.560000000000000053e+00
1.201624288682886545e-02 4.388842592592592240e+00 2.930000000000000160e+00
1.202850642863100353e-02 4.393321759259259274e+00 2.890000000000000124e+00
1.203405195786969549e-02 4.395347222222222072e+00 2.580000000000000071e+00
1.207917672150339572e-02 4.411828703703704058e+00 2.850000000000000089e+00
1.208335963498629456e-02 4.413356481481481630e+00 3.180000000000000160e+00
1.214280770842507233e-02 4.435069444444444287e+00 3.270000000000000018e+00
1.214765608541661449e-02 4.436840277777777786e+00 3.250000000000000000e+00
1.217864767167627441e-02 4.448159722222222001e+00 2.529999999999999805e+00
1.220133680844715310e-02 4.456446759259259593e+00 2.520000000000000018e+00
1.223312061316948578e-02 4.468055555555555891e+00 3.319999999999999840e+00
1.227368219845820230e-02 4.482870370370370061e+00 3.270000000000000018e+00
1.232112024000289914e-02 4.500196759259258883e+00 2.620000000000000107e+00
1.232264129945122820e-02 4.500752314814815414e+00 2.759999999999999787e+00
1.249762651348584018e-02 4.564664351851852153e+00 2.830000000000000071e+00
1.250095383102905501e-02 4.565879629629630010e+00 2.709999999999999964e+00
1.266231288750574099e-02 4.624814814814815378e+00 2.560000000000000053e+00
1.270205056559328173e-02 4.639328703703704093e+00 2.600000000000000089e+00
1.278653274245243956e-02 4.670185185185185439e+00 2.580000000000000071e+00
1.281213724316594346e-02 4.679537037037037273e+00 2.790000000000000036e+00
1.281901369942192032e-02 4.682048611111111036e+00 3.319999999999999840e+00
1.282069320256278185e-02 4.682662037037037095e+00 3.149999999999999911e+00
1.282414727506002439e-02 4.683923611111111107e+00 2.649999999999999911e+00
1.295362746059885474e-02 4.731215277777777395e+00 3.120000000000000107e+00
1.308738562583610515e-02 4.780069444444444038e+00 3.450000000000000178e+00
1.308798771186773548e-02 4.780289351851851443e+00 2.669999999999999929e+00
1.313634472682912932e-02 4.797951388888888502e+00 2.640000000000000124e+00
1.314794280512262235e-02 4.802187499999999609e+00 2.740000000000000213e+00
1.316831866398250270e-02 4.809629629629629477e+00 3.209999999999999964e+00
1.325340292687329086e-02 4.840706018518518228e+00 2.660000000000000142e+00
1.330483374946984758e-02 4.859490740740740833e+00 2.770000000000000018e+00
1.331396010615980806e-02 4.862824074074073799e+00 2.669999999999999929e+00
1.336944708728523591e-02 4.883090277777777821e+00 2.580000000000000071e+00
1.340107244831503265e-02 4.894641203703703702e+00 2.649999999999999911e+00
1.343263443186781640e-02 4.906168981481481062e+00 2.540000000000000036e+00
1.343342665033048743e-02 4.906458333333333144e+00 2.540000000000000036e+00
1.356556868990389103e-02 4.954722222222222250e+00 3.609999999999999876e+00
1.359950732884468785e-02 4.967118055555555856e+00 2.930000000000000160e+00
1.361649249268433864e-02 4.973321759259259345e+00 2.569999999999999840e+00
1.369191169033054899e-02 5.000868055555555358e+00 3.020000000000000018e+00
1.369615798129046082e-02 5.002418981481481453e+00 2.549999999999999822e+00
1.380355111609004454e-02 5.041643518518518441e+00 2.509999999999999787e+00
1.390942319144130267e-02 5.080312499999999787e+00 2.669999999999999929e+00
1.396671643066161803e-02 5.101238425925926023e+00 3.209999999999999964e+00
1.397923348237180806e-02 5.105810185185185368e+00 3.299999999999999822e+00
1.406022989799521859e-02 5.135393518518518441e+00 2.609999999999999876e+00
1.411631896515227504e-02 5.155879629629629868e+00 3.120000000000000107e+00
1.413200489071314743e-02 5.161608796296296653e+00 3.279999999999999805e+00
1.414182839965025598e-02 5.165196759259258918e+00 2.910000000000000142e+00
1.421715253108094684e-02 5.192708333333333037e+00 2.850000000000000089e+00
1.432498930821962668e-02 5.232094907407407014e+00 3.000000000000000000e+00
1.434758337877498242e-02 5.240347222222221824e+00 4.049999999999999822e+00
1.444819512353411224e-02 5.277094907407407831e+00 2.629999999999999893e+00
1.448561952371065463e-02 5.290763888888888822e+00 2.529999999999999805e+00
1.449528458895523245e-02 5.294293981481481559e+00 2.649999999999999911e+00
1.455799660246021379e-02 5.317199074074074439e+00 3.009999999999999787e+00
1.462739493979012956e-02 5.342546296296296404e+00 2.660000000000000142e+00
1.464098940860955253e-02 5.347511574074074403e+00 2.520000000000000018e+00
1.468155099389826905e-02 5.362326388888888573e+00 2.990000000000000213e+00
1.469482857533262361e-02 5.367175925925925739e+00 4.410000000000000142e+00
1.471060956710901549e-02 5.372939814814814419e+00 2.529999999999999805e+00
