# t_day  lambda(t)  mu(t)=mu_ref*q_mu  q_mu(t)  q_K0(t)  K0(t)=K0_ref*q_K0
3.575085018240276913e+00 1.056720376061536797e+02 2.328463302999312390e+01 2.328463302999312418e+03 2.182345676329501494e+00 4.364691352659003099e-02
3.593901255178383547e+00 1.155980377126334986e+02 2.267367074244928205e+01 2.267367074244928062e+03 2.172022170515279793e+00 4.344044341030559725e-02
3.612717492116490625e+00 1.044493223620086866e+02 2.206915211750897399e+01 2.206915211750897470e+03 2.161369852428943528e+00 4.322739704857887083e-02
3.631533729054597259e+00 1.074303042202377299e+02 2.147128497762824040e+01 2.147128497762823827e+03 2.150406368622543418e+00 4.300812737245086892e-02
3.650349965992703893e+00 1.083147767563177268e+02 2.088027434828019224e+01 2.088027434828019068e+03 2.139149249755995186e+00 4.278298499511990621e-02
3.669166202930810528e+00 1.024705295644406675e+02 2.029632191713877987e+01 2.029632191713878001e+03 2.127615889198138710e+00 4.255231778396277587e-02
3.687982439868917162e+00 1.003427553061310391e+02 1.971962550247483037e+01 1.971962550247483023e+03 2.115823522847319893e+00 4.231647045694639925e-02
3.706798676807023796e+00 9.876908029731477257e+01 1.915037853227021003e+01 1.915037853227020832e+03 2.103789210171860269e+00 4.207578420343720954e-02
3.725614913745130874e+00 1.103725296933505149e+02 1.858876953555160938e+01 1.858876953555160981e+03 2.091529816467128544e+00 4.183059632934257172e-02
3.744431150683237508e+00 9.333721248112826174e+01 1.803498164743196597e+01 1.803498164743196412e+03 2.079061996322378647e+00 4.158123992644757044e-02
3.763247387621344142e+00 8.652778936979603941e+01 1.748919212932753098e+01 1.748919212932753226e+03 2.066402178287357394e+00 4.132804356574714538e-02
3.782063624559450776e+00 8.200043096205203597e+01 1.695157190579261197e+01 1.695157190579261169e+03 2.053566550725595796e+00 4.107133101451191509e-02
3.800879861497557410e+00 8.495235959558277727e+01 1.642228511937771529e+01 1.642228511937771600e+03 2.040571048838500268e+00 4.081142097677000619e-02
3.819696098435664489e+00 9.420203015296132776e+01 1.590148870487574051e+01 1.590148870487573959e+03 2.027431342841798934e+00 4.054862685683598145e-02
3.838512335373771123e+00 8.191185524446584054e+01 1.538933198427130122e+01 1.538933198427130037e+03 2.014162827273520140e+00 4.028325654547040141e-02
3.857328572311877757e+00 1.341434293684017121e+02 1.488595628365095536e+01 1.488595628365095536e+03 2.000780611410519771e+00 4.001561222821039404e-02
3.876144809249984391e+00 1.360621984441363281e+02 1.439149457326988824e+01 1.439149457326988795e+03 1.987299510768664623e+00 3.974599021537329052e-02
3.894961046188091025e+00 1.106141970045698599e+02 1.390607113189895472e+01 1.390607113189895472e+03 1.973734039660045569e+00 3.947468079320091278e-02
3.913777283126198103e+00 1.242787930418178775e+02 1.342980123649990709e+01 1.342980123649990674e+03 1.960098404779068826e+00 3.920196809558137985e-02
3.932593520064304737e+00 1.017040887817584007e+02 1.296279087819343445e+01 1.296279087819343431e+03 1.946406499787945776e+00 3.892812999575891858e-02
3.951409757002411371e+00 9.755895107205891748e+01 1.250513650539581967e+01 1.250513650539581931e+03 1.932671900871009818e+00 3.865343801742019553e-02
3.970225993940518006e+00 9.954720629110533991e+01 1.205692479490562441e+01 1.205692479490562391e+03 1.918907863226292143e+00 3.837815726452584175e-02
3.989042230878624640e+00 8.969827357686692437e+01 1.161823245162302598e+01 1.161823245162302555e+03 1.905127318462068731e+00 3.810254636924137461e-02
4.007858467816731718e+00 8.613112542042544817e+01 1.118912603748018775e+01 1.118912603748018682e+03 1.891342872865471758e+00 3.782685745730943877e-02
4.026674704754838352e+00 9.277054390218815172e+01 1.076966183005378142e+01 1.076966183005378070e+03 1.877566806509852082e+00 3.755133613019704525e-02
4.045490941692944986e+00 9.014713990870396287e+01 1.035988571121927926e+01 1.035988571121927862e+03 1.863811073167285226e+00 3.727622146334570730e-02
4.064307178631051620e+00 8.208916990413422354e+01 9.959833086093357934e+00 9.959833086093357224e+02 1.850087300992502293e+00 3.700174601985004724e-02
4.083123415569158254e+00 7.499340786690578398e+01 9.569528832393645601e+00 9.569528832393644961e+02 1.836406793944554527e+00 3.672813587889109388e-02
4.101939652507264888e+00 7.106370981167077616e+01 9.188987280228081644e+00 9.188987280228082000e+02 1.822780533912656598e+00 3.645561067825313362e-02
4.120755889445371523e+00 7.746365078257294101e+01 8.818212222207119311e+00 8.818212222207118884e+02 1.809219183512922768e+00 3.618438367025845342e-02
4.139572126383478157e+00 6.859386253693527635e+01 8.457196953652751148e+00 8.457196953652750153e+02 1.795733089523129156e+00 3.591466179046258478e-02
4.158388363321585679e+00 8.165138893869165315e+01 8.105924342560218321e+00 8.105924342560217610e+02 1.782332286923116849e+00 3.564664573846233753e-02
4.177204600259692313e+00 9.295688169431241477e+01 7.764366928850308547e+00 7.764366928850308796e+02 1.769026503509047554e+00 3.538053007018095164e-02
4.196020837197798947e+00 1.151096032834598475e+02 7.432487052334315614e+00 7.432487052334315649e+02 1.755825165050450387e+00 3.511650330100900969e-02
4.214837074135905581e+00 7.480360859977572829e+01 7.110237008700717176e+00 7.110237008700717070e+02 1.742737400959743166e+00 3.485474801919486582e-02
4.233653311074012215e+00 8.444332118090152051e+01 6.797559232721927636e+00 6.797559232721927174e+02 1.729772050444819076e+00 3.459544100889638124e-02
4.252469548012118850e+00 8.738566367847312222e+01 6.494386507772985873e+00 6.494386507772985624e+02 1.716937669116184839e+00 3.433875338232370011e-02
4.271285784950225484e+00 7.073041508422980428e+01 6.200642200651921065e+00 6.200642200651921030e+02 1.704242536021169929e+00 3.408485072042340136e-02
4.290102021888332118e+00 6.695837446647817615e+01 5.916240520594255869e+00 5.916240520594255941e+02 1.691694661078783080e+00 3.383389322157566437e-02
4.308918258826438752e+00 6.457903940080949212e+01 5.641086801282352958e+00 5.641086801282352781e+02 1.679301792889897893e+00 3.358603585779795786e-02
4.327734495764545386e+00 1.060389583242777434e+02 5.375077804564644346e+00 5.375077804564643884e+02 1.667071426898646402e+00 3.334142853797292944e-02
4.346550732702652908e+00 7.777677542908841701e+01 5.118102044520897564e+00 5.118102044520897493e+02 1.655010813882078269e+00 3.310021627764156427e-02
4.365366969640759542e+00 6.784202797111535688e+01 4.870040130437751635e+00 4.870040130437751600e+02 1.643126968746418726e+00 3.286253937492837618e-02
4.384183206578866177e+00 6.314929892665592348e+01 4.630765127193733122e+00 4.630765127193733406e+02 1.631426679609535801e+00 3.262853359219071436e-02
4.402999443516972811e+00 6.718664460759865165e+01 4.400142931497221355e+00 4.400142931497221639e+02 1.619916517150542079e+00 3.239833034301084491e-02
4.421815680455079445e+00 7.005372530451950297e+01 4.178032662371363948e+00 4.178032662371363699e+02 1.608602844208805616e+00 3.217205688417611176e-02
4.440631917393186079e+00 8.538218294423717225e+01 3.964287064240509029e+00 3.964287064240509153e+02 1.597491825616002004e+00 3.194983651232004285e-02
4.459448154331292713e+00 6.960597979370666621e+01 3.758752920940933606e+00 3.758752920940933677e+02 1.586589438246241768e+00 3.173178876492483563e-02
4.478264391269399347e+00 6.964902885990292702e+01 3.561271478955894132e+00 3.561271478955894167e+02 1.575901481270697291e+00 3.151802962541394582e-02
4.497080628207505981e+00 6.742568448302533568e+01 3.371678878161386450e+00 3.371678878161386592e+02 1.565433586604588090e+00 3.130867173209176541e-02
4.515896865145612615e+00 6.405392583777516791e+01 3.189807362989830253e+00 3.189807362989830040e+02 1.555191118363785430e+00 3.110382236727570957e-02
4.534713102083720138e+00 5.971208147208687222e+01 3.015513247111192285e+00 3.015513247111192072e+02 1.545175003716631190e+00 3.090350007433262380e-02
4.553529339021826772e+00 5.701796095281039101e+01 2.848677538310390833e+00 2.848677538310390673e+02 1.535380603723371706e+00 3.070761207446743440e-02
4.572345575959933406e+00 6.018168942844675229e+01 2.689166523345357440e+00 2.689166523345357405e+02 1.525803030510521019e+00 3.051606061021042149e-02
4.591161812898040040e+00 5.528440338607009608e+01 2.536831046672678447e+00 2.536831046672678553e+02 1.516437520870272726e+00 3.032875041740545549e-02
4.609978049836146674e+00 5.315966329554001391e+01 2.391508469730607711e+00 2.391508469730607658e+02 1.507279432318624046e+00 3.014558864637248078e-02
4.628794286774253308e+00 5.388144283125089373e+01 2.253024540560632616e+00 2.253024540560632545e+02 1.498324239283927550e+00 2.996648478567855156e-02
4.647610523712359942e+00 5.241210298371191101e+01 2.121195168413541055e+00 2.121195168413540841e+02 1.489567529421055303e+00 2.979135058842110814e-02
4.666426760650466576e+00 5.011711380506504554e+01 1.995828099332486838e+00 1.995828099332486829e+02 1.481005000046569986e+00 2.962010000093140069e-02
4.685242997588573211e+00 8.575254988298814851e+01 1.876724489952910968e+00 1.876724489952910915e+02 1.472632454690464554e+00 2.945264909380929108e-02
4.704059234526679845e+00 5.667102652016477293e+01 1.763680377903723340e+00 1.763680377903723411e+02 1.464445799760225153e+00 2.928891599520450431e-02
4.722875471464787367e+00 5.232623197568382523e+01 1.656488048234621147e+00 1.656488048234621147e+02 1.456441041313125462e+00 2.912882082626250951e-02
4.741691708402894001e+00 5.423015283211316984e+01 1.554937296230058719e+00 1.554937296230058621e+02 1.448614281932840031e+00 2.897228563865680145e-02
4.760507945341000635e+00 5.033668618239155990e+01 1.458816587802843179e+00 1.458816587802843117e+02 1.440961717706600531e+00 2.881923435413201104e-02
4.779324182279107269e+00 4.843330552684057011e+01 1.367914119391700156e+00 1.367914119391700183e+02 1.433479635299289123e+00 2.866959270598578441e-02
4.798140419217213903e+00 6.377221422223527725e+01 1.282018779920673257e+00 1.282018779920673239e+02 1.426164409120985965e+00 2.852328818241971903e-02
4.816956656155320537e+00 5.874579844435165654e+01 1.200921017918156641e+00 1.200921017918156650e+02 1.419012498584639737e+00 2.838024997169279542e-02
4.835772893093427172e+00 5.166656348437268775e+01 1.124413617344552696e+00 1.124413617344552705e+02 1.412020445450653749e+00 2.824040890901307471e-02
4.854589130031533806e+00 5.011593037860581745e+01 1.052292386045031947e+00 1.052292386045031947e+02 1.405184871255305890e+00 2.810369742510611737e-02
4.873405366969640440e+00 5.068378066346843980e+01 9.843567610337498053e-01 9.843567610337497342e+01 1.398502474820048302e+00 2.797004949640096577e-02
4.892221603907747074e+00 4.898936473174200756e+01 9.204103350336920730e-01 9.204103350336920641e+01 1.391970029838839551e+00 2.783940059677679144e-02
4.911037840845853708e+00 5.124311753681559622e+01 8.602613088484856174e-01 8.602613088484855552e+01 1.385584382540779869e+00 2.771168765081559807e-02
4.929854077783961230e+00 4.691875861165494399e+01 8.037228742350116528e-01 8.037228742350116306e+01 1.379342449425422723e+00 2.758684898850845627e-02
4.948670314722067864e+00 4.526734873652616642e+01 7.506135319845740339e-01 7.506135319845739673e+01 1.373241215068243370e+00 2.746482430136486935e-02
4.967486551660174499e+00 7.094260006156723364e+01 7.007573499117638605e-01 7.007573499117638960e+01 1.367277729993833457e+00 2.734555459987667025e-02
4.986302788598281133e+00 5.114685912202276796e+01 6.539841653998152982e-01 6.539841653998152537e+01 1.361449108614497527e+00 2.722898217228995194e-02
5.005119025536387767e+00 5.604710140555402376e+01 6.101297370646185936e-01 6.101297370646185669e+01 1.355752527232009008e+00 2.711505054464018183e-02
5.023935262474494401e+00 4.788861206418356176e+01 5.690358499820459270e-01 5.690358499820458604e+01 1.350185222100372728e+00 2.700370444200745484e-02
5.042751499412601035e+00 4.950406308911406938e+01 5.305503787797767323e-01 5.305503787797767501e+01 1.344744487547524958e+00 2.689488975095050138e-02
5.061567736350707669e+00 4.473187781435294852e+01 4.945273127300419680e-01 4.945273127300419702e+01 1.339427674153981451e+00 2.678855348307962805e-02
5.080383973288814303e+00 5.429268259500911142e+01 4.608267467978878207e-01 4.608267467978878074e+01 1.334232186986520574e+00 2.668464373973041329e-02
5.099200210226920937e+00 4.320083312737848757e+01 4.293148424046842049e-01 4.293148424046842138e+01 1.329155483885066991e+00 2.658310967770134009e-02
5.118016447165028460e+00 5.058917440127484610e+01 3.998637614622304604e-01 3.998637614622304426e+01 1.324195073801001321e+00 2.648390147602002614e-02
5.136832684103135094e+00 4.979307453923870241e+01 3.723515770221363930e-01 3.723515770221364107e+01 1.319348515185206461e+00 2.638697030370413046e-02
5.155648921041241728e+00 4.420658032215376920e+01 3.466621636710538468e-01 3.466621636710538468e+01 1.314613414424206983e+00 2.629226828848413994e-02
5.174465157979348362e+00 5.238493759000323990e+01 3.226850705874318992e-01 3.226850705874318948e+01 1.309987424322842209e+00 2.619974848645684543e-02
5.193281394917454996e+00 5.744734988164315581e+01 3.003153799617929720e-01 3.003153799617929920e+01 1.305468242631953713e+00 2.610936485263907342e-02
5.212097631855561630e+00 4.531227564460470347e+01 2.794535532721841298e-01 2.794535532721841165e+01 1.301053610619644640e+00 2.602107221239289420e-02
5.230913868793668264e+00 4.328055013126603257e+01 2.600052677009279667e-01 2.600052677009279734e+01 1.296741311684708631e+00 2.593482623369417275e-02
5.249730105731774898e+00 8.011921009247346603e+01 2.418812447794945752e-01 2.418812447794945797e+01 1.292529170010894290e+00 2.585058340021788650e-02
5.268546342669881533e+00 5.790733551951804259e+01 2.249970731563189219e-01 2.249970731563189119e+01 1.288415049260710488e+00 2.576830098521420975e-02
5.287362579607988167e+00 5.278230460083521081e+01 2.092730271985882018e-01 2.092730271985881885e+01 1.284396851307537224e+00 2.568793702615074573e-02
5.306178816546095689e+00 5.059151508320539392e+01 1.946338829640826551e-01 1.946338829640826518e+01 1.280472515004849265e+00 2.560945030009698434e-02
5.324995053484202323e+00 5.084897641376581845e+01 1.810087329135628698e-01 1.810087329135628664e+01 1.276640014991410554e+00 2.553280029982821220e-02
5.343811290422308957e+00 5.160041717467827738e+01 1.683308005782649663e-01 1.683308005782649630e+01 1.272897360531332955e+00 2.545794721062666008e-02
5.362627527360415591e+00 6.416301521547562459e+01 1.565372562510135568e-01 1.565372562510135523e+01 1.269242594387951728e+00 2.538485188775903637e-02
5.381443764298522225e+00 1.077049914653174767e+02 1.455690346332658425e-01 1.455690346332658258e+01 1.265673791730492992e+00 2.531347583460985887e-02
5.400260001236628860e+00 7.636070196098353335e+01 1.353706552440760713e-01 1.353706552440760724e+01 1.262189059072562847e+00 2.524378118145125666e-02
5.419076238174735494e+00 7.287343630676051021e+01 1.258900462803150544e-01 1.258900462803150511e+01 1.258786533241516015e+00 2.517573066483031960e-02
5.437892475112842128e+00 6.241280105141780865e+01 1.170783725102869793e-01 1.170783725102869788e+01 1.255464380377807165e+00 2.510928760755614525e-02
5.456708712050948762e+00 6.581526450383383064e+01 1.088898676848474301e-01 1.088898676848474345e+01 1.252220794963454953e+00 2.504441589926910058e-02
5.475524948989055396e+00 5.851451125823086841e+01 1.012816718609033106e-01 1.012816718609033018e+01 1.249053998878792315e+00 2.498107997757584645e-02
5.494341185927162918e+00 6.297877140615992886e+01 9.421367395137908440e-02 9.421367395137908218e+00 1.245962240486699679e+00 2.491924480973399525e-02
5.513157422865269552e+00 6.119444547678141078e+01 8.764835974294006571e-02 8.764835974294006959e+00 1.242943793743559011e+00 2.485887587487118147e-02
5.531973659803376187e+00 5.824981033321332546e+01 8.155066555753452684e-02 8.155066555753451851e+00 1.239996957336187755e+00 2.479993914672375468e-02
5.550789896741482821e+00 5.342790922750035776e+01 7.588783767571635752e-02 7.588783767571635863e+00 1.237120053844052769e+00 2.474240107688105428e-02
5.569606133679589455e+00 5.077263205472424090e+01 7.062929758824407211e-02 7.062929758824407322e+00 1.234311428926077925e+00 2.468622857852155808e-02
5.588422370617696089e+00 4.996386386964970683e+01 6.574651309720046244e-02 6.574651309720046299e+00 1.231569450531402543e+00 2.463138901062805058e-02
5.607238607555802723e+00 4.792408488748326079e+01 6.121287524835754973e-02 6.121287524835755001e+00 1.228892508133460515e+00 2.457785016266920974e-02
5.626054844493909357e+00 4.940190395314477456e+01 5.700358104229108491e-02 5.700358104229108491e+00 1.226279011986784129e+00 2.452558023973568438e-02
5.644871081432015991e+00 5.059949581242247518e+01 5.309552184238732625e-02 5.309552184238732764e+00 1.223727392405957293e+00 2.447454784811914710e-02
5.663687318370122625e+00 4.723539798240228293e+01 4.946717737297119666e-02 4.946717737297119832e+00 1.221236099066166370e+00 2.442472198132332808e-02
5.682503555308229259e+00 5.191281972009468149e+01 4.609851517990907338e-02 4.609851517990906977e+00 1.218803600324823710e+00 2.437607200649647560e-02
5.701319792246336782e+00 4.630233130006440234e+01 4.297089540882865349e-02 4.297089540882865322e+00 1.216428382563752963e+00 2.432856765127506052e-02
5.720136029184443416e+00 4.453518835133387199e+01 4.006698074218494748e-02 4.006698074218494554e+00 1.214108949551456096e+00 2.428217899102912136e-02
5.738952266122550050e+00 4.403665292692119237e+01 3.737065132544430818e-02 3.737065132544430845e+00 1.211843821824993839e+00 2.423687643649987886e-02
5.757768503060656684e+00 5.858173457382827110e+01 3.486692450434923651e-02 3.486692450434923707e+00 1.209631536091036352e+00 2.419263072182072788e-02
5.776584739998763318e+00 4.396009866566720348e+01 3.254187918924839051e-02 3.254187918924838829e+00 1.207470644645658453e+00 2.414941289291316906e-02
5.795400976936869952e+00 4.802881597386956258e+01 3.038258465857373442e-02 3.038258465857373469e+00 1.205359714812470173e+00 2.410719429624940541e-02
5.814217213874976586e+00 4.425507275110655314e+01 2.837703361145024056e-02 2.837703361145023973e+00 1.203297328398692967e+00 2.406594656797386017e-02
5.833033450813083221e+00 4.228268307976650675e+01 2.651407927890558902e-02 2.651407927890558902e+00 1.201282081168808524e+00 2.402564162337617049e-02
5.851849687751189855e+00 4.700164666663753366e+01 2.478337640399002478e-02 2.478337640399002506e+00 1.199312582335424260e+00 2.398625164670848547e-02
5.870665924689296489e+00 4.449833529655648334e+01 2.317532590312625790e-02 2.317532590312625818e+00 1.197387454067009305e+00 2.394774908134018540e-02
5.889482161627404011e+00 4.186911843185288262e+01 2.168102302400562106e-02 2.168102302400562120e+00 1.195505331012182371e+00 2.391010662024364852e-02
5.908298398565510645e+00 4.055910043853596392e+01 2.029220881917247199e-02 2.029220881917247254e+00 1.193664859840232184e+00 2.387329719680464368e-02
5.927114635503617279e+00 3.962612109433494112e+01 1.900122475894383198e-02 1.900122475894383101e+00 1.191864698797576949e+00 2.383729397595154079e-02
5.945930872441723913e+00 4.623545809176843591e+01 1.780097031237506955e-02 1.780097031237507066e+00 1.190103517279876844e+00 2.380207034559753826e-02
5.964747109379830547e+00 3.978060163265904237e+01 1.668486333047720580e-02 1.668486333047720427e+00 1.188379995419529545e+00 2.376759990839059228e-02
5.983563346317937182e+00 3.933044329658063987e+01 1.564680307172786056e-02 1.564680307172786167e+00 1.186692823688285214e+00 2.373385647376570484e-02
6.002379583256043816e+00 4.182257187090377926e+01 1.468113571599495397e-02 1.468113571599495293e+00 1.185040702514740474e+00 2.370081405029481059e-02
6.021195820194150450e+00 3.877105980920695316e+01 1.378262221923818795e-02 1.378262221923818753e+00 1.183422341916468445e+00 2.366844683832937044e-02
6.040012057132257084e+00 4.564010992426394608e+01 1.294640836769420274e-02 1.294640836769420211e+00 1.181836461146564599e+00 2.363672922293129364e-02
6.058828294070363718e+00 4.366021942908518128e+01 1.216799689663029121e-02 1.216799689663029094e+00 1.180281788354391459e+00 2.360563576708783057e-02
6.077644531008471240e+00 4.157813976579169690e+01 1.144322154511630968e-02 1.144322154511630885e+00 1.178757060260317457e+00 2.357514120520634929e-02
6.096460767946577874e+00 3.921408001935955667e+01 1.076822292457056164e-02 1.076822292457056074e+00 1.177261021844258737e+00 2.354522043688517599e-02
6.115277004884684509e+00 4.728840872260156658e+01 1.013942608504730079e-02 1.013942608504730059e+00 1.175792426047828521e+00 2.351584852095657194e-02
6.134093241822791143e+00 3.943081293227935902e+01 9.553519669320369861e-03 9.553519669320369445e-01 1.174350033489931056e+00 2.348700066979862028e-02
6.152909478760897777e+00 3.783590098216093622e+01 9.007436550752586507e-03 9.007436550752585536e-01 1.172932612195616509e+00 2.345865224391233128e-02
6.171725715699004411e+00 3.842112048365827803e+01 8.498335856705629271e-03 8.498335856705628855e-01 1.171538937338046926e+00 2.343077874676094061e-02
6.190541952637111045e+00 4.377258681893109582e+01 8.023586284823464379e-03 8.023586284823464032e-01 1.170167790993412948e+00 2.340335581986826077e-02
6.209358189575217679e+00 3.754209836138300460e+01 7.580750624901083819e-03 7.580750624901083645e-01 1.168817961908659386e+00 2.337635923817318884e-02
6.228174426513324313e+00 4.447658269149724930e+01 7.167571404222039706e-03 7.167571404222039533e-01 1.167488245281876003e+00 2.334976490563752186e-02
6.246990663451430947e+00 4.599274218751691023e+01 6.781957579206130890e-03 6.781957579206130404e-01 1.166177442555222932e+00 2.332354885110446072e-02
6.265806900389538470e+00 6.179961389831765928e+01 6.421972200949301220e-03 6.421972200949300769e-01 1.164884361220263287e+00 2.329768722440526615e-02
6.284623137327645104e+00 4.621707637179799377e+01 6.085820986761129869e-03 6.085820986761130147e-01 1.163607814635579496e+00 2.327215629271158978e-02
6.303439374265751738e+00 5.120787151413467342e+01 5.771841734110162193e-03 5.771841734110162436e-01 1.162346621856558571e+00 2.324693243713117294e-02
6.322255611203858372e+00 4.109293745966333233e+01 5.478494517478345316e-03 5.478494517478345038e-01 1.161099607477233731e+00 2.322199214954467558e-02
6.341071848141965006e+00 4.457993276139132632e+01 5.204352612503829537e-03 5.204352612503829745e-01 1.159865601484077136e+00 2.319731202968154313e-02
6.359888085080071640e+00 4.745992063312638010e+01 4.948094095463525209e-03 4.948094095463525521e-01 1.158643439121637364e+00 2.317286878243274631e-02
6.378704322018178274e+00 4.206455928388527354e+01 4.708494069616581297e-03 4.708494069616581124e-01 1.157431960769927937e+00 2.314863921539855873e-02
6.397520558956284908e+00 5.020558037398577511e+01 4.484417473204990907e-03 4.484417473204990734e-01 1.156230011833466742e+00 2.312460023666933553e-02
6.416336795894391543e+00 4.145624059981933840e+01 4.274812426993634257e-03 4.274812426993633840e-01 1.155036442641877992e+00 2.310072885283756192e-02
6.435153032832498177e+00 4.002633402027114329e+01 4.078704082136719138e-03 4.078704082136718756e-01 1.153850108361963667e+00 2.307700216723927375e-02
6.453969269770604811e+00 3.840068665379916979e+01 3.895188931888548048e-03 3.895188931888547978e-01 1.152669868921163410e+00 2.305339737842326819e-02
6.472785506708712333e+00 5.762842970390496333e+01 3.723429553240675816e-03 3.723429553240675816e-01 1.151494588942311603e+00 2.302989177884623082e-02
6.491601743646818967e+00 4.377654751388620724e+01 3.562649746973424285e-03 3.562649746973424181e-01 1.150323137689616138e+00 2.300646275379232206e-02
6.510417980584925601e+00 5.035360429315585407e+02 3.412130046864231877e-03 3.412130046864231825e-01 1.149154389025772716e+00 2.298308778051545362e-02
6.529234217523032235e+00 3.058005637082808335e+02 3.271203570907356851e-03 3.271203570907356695e-01 1.147987221380137646e+00 2.295974442760275250e-02
6.548050454461138870e+00 2.154676227684706760e+02 3.139252189375067639e-03 3.139252189375067448e-01 1.146820517727882516e+00 2.293641035455765143e-02
6.566866691399245504e+00 1.839472338934199342e+02 3.015702986398822744e-03 3.015702986398822727e-01 1.145653165580047483e+00 2.291306331160095078e-02
6.585682928337352138e+00 2.069229529667017005e+02 2.900024993476223341e-03 2.900024993476223445e-01 1.144484056984423015e+00 2.288968113968846071e-02
6.604499165275458772e+00 2.481937586798094344e+02 2.791726174923304157e-03 2.791726174923304105e-01 1.143312088537177473e+00 2.286624177074355127e-02
6.623315402213565406e+00 3.033840460209122512e+02 2.690350646799297921e-03 2.690350646799297696e-01 1.142136161405154393e+00 2.284272322810308731e-02
6.642131639151672040e+00 2.129311489739924070e+02 2.595476112238319540e-03 2.595476112238319644e-01 1.140955181358764836e+00 2.281910362717529811e-02
6.660947876089779562e+00 1.836378982139948732e+02 2.506711497437022571e-03 2.506711497437022484e-01 1.139768058815392227e+00 2.279536117630784342e-02
6.679764113027886197e+00 1.654188675102569732e+02 2.423694773774484265e-03 2.423694773774484335e-01 1.138573708893231506e+00 2.277147417786462916e-02
6.698580349965992831e+00 1.620227085472239423e+02 2.346090952687215469e-03 2.346090952687215625e-01 1.137371051475482675e+00 2.274742102950965544e-02
6.717396586904099465e+00 1.461386657451833742e+02 2.273590240993758182e-03 2.273590240993758060e-01 1.136159011284815890e+00 2.272318022569631835e-02
6.736212823842206099e+00 1.367140387345243653e+02 2.205906345365485875e-03 2.205906345365485632e-01 1.134936517968023528e+00 2.269873035936047223e-02
6.755029060780312733e+00 1.316193531789474775e+02 2.142774915578585671e-03 2.142774915578585793e-01 1.133702506190771064e+00 2.267405012381542087e-02
6.773845297718419367e+00 1.281208800862459896e+02 2.083949870538593339e-03 2.083949870538593374e-01 1.132455970792654254e+00 2.264911941585308688e-02
6.792661534656526001e+00 1.199308905290698419e+02 2.029171842732021506e-03 2.029171842732021280e-01 1.131196734405835347e+00 2.262393468811670777e-02
6.811477771594632635e+00 1.354409467385270318e+02 1.978178395823058933e-03 1.978178395823058933e-01 1.129925253749024749e+00 2.259850507498049541e-02
6.830294008532739269e+00 1.193224617302029600e+02 1.930728613762231188e-03 1.930728613762231205e-01 1.128642000349110219e+00 2.257284000698220328e-02
6.849110245470846792e+00 1.110612890620719924e+02 1.886601807573575623e-03 1.886601807573575484e-01 1.127347444164058743e+00 2.254694888328117458e-02
6.867926482408953426e+00 1.073187531309657885e+02 1.845595734683181917e-03 1.845595734683181943e-01 1.126042053536897791e+00 2.252084107073795693e-02
6.886742719347060060e+00 1.007294353988794882e+02 1.807524994251954445e-03 1.807524994251954453e-01 1.124726295151613042e+00 2.249452590303226140e-02
6.905558956285166694e+00 1.142659928509858958e+02 1.772219579934483907e-03 1.772219579934483924e-01 1.123400633990957243e+00 2.246801267981914443e-02
6.924375193223273328e+00 9.762258223443014060e+01 1.739523573583201099e-03 1.739523573583200977e-01 1.122065533296157325e+00 2.244131066592314552e-02
6.943191430161379962e+00 1.126253350585191413e+02 1.709293965263525110e-03 1.709293965263525006e-01 1.120721454528515126e+00 2.241442909057030433e-02
6.962007667099486596e+00 1.074641125011750091e+02 1.681399586572957178e-03 1.681399586572957239e-01 1.119368857332887490e+00 2.238737714665775189e-02
6.980823904037593230e+00 1.128052310799159272e+02 1.655720145692361018e-03 1.655720145692360923e-01 1.118008199503037536e+00 2.236016399006075100e-02
6.999640140975699865e+00 1.249010392331552026e+02 1.632145353864880967e-03 1.632145353864880855e-01 1.116639936948846001e+00 2.233279873897691878e-02
7.018456377913806499e+00 1.121375200900138935e+02 1.610574134117747757e-03 1.610574134117747636e-01 1.115264523665371987e+00 2.230529047330744030e-02
7.037272614851914021e+00 1.099949111971262141e+02 1.590913904032620037e-03 1.590913904032620063e-01 1.113882411703749797e+00 2.227764823407499609e-02
7.056088851790020655e+00 9.373306416971799138e+01 1.573079925246847685e-03 1.573079925246847754e-01 1.112494051143914087e+00 2.224988102287828173e-02
7.074905088728127289e+00 8.898272407309949017e+01 1.556994713144817201e-03 1.556994713144817244e-01 1.111099890069135121e+00 2.222199780138270353e-02
7.093721325666233923e+00 9.488073189279165831e+01 1.542587500887321415e-03 1.542587500887321328e-01 1.109700374542358592e+00 2.219400749084717364e-02
7.112537562604340557e+00 9.539232581768628449e+01 1.529793752538122524e-03 1.529793752538122498e-01 1.108295948584332447e+00 2.216591897168665101e-02
7.131353799542447192e+00 8.551899259176273915e+01 1.518554720589746811e-03 1.518554720589746776e-01 1.106887054153509187e+00 2.213774108307018512e-02
7.150170036480553826e+00 8.473779030533503942e+01 1.508817043673017864e-03 1.508817043673017777e-01 1.105474131127711646e+00 2.210948262255423361e-02
7.168986273418660460e+00 8.456351709627840307e+01 1.500532380663982491e-03 1.500532380663982535e-01 1.104057617287547588e+00 2.208115234575095190e-02
7.187802510356767094e+00 8.033417783855252026e+01 1.493657077783797863e-03 1.493657077783797915e-01 1.102637948301559812e+00 2.205275896603119817e-02
